Title,Developer,Publisher,Release date NA,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Sonic Blast Heroes,Aspect,Sega,"November 14, 1996",gg,Sonic Blast Man returns to arcades 17 years after his last outing.,3030-58909,58909,0,2011-02-25,https://www.giantbomb.com/sonic-blast-heroes/3030-58909/,,
Drift,SegaArc System Works,Sega,November 1995,gg,Drift is an XNA community game available over Xbox Live Marketplace. It is a collection of customizable ambient art.,3030-24554,24554,0,2008-11-12,https://www.giantbomb.com/drift/3030-24554/,,
Sonic Labyrinth,Minato Giken,Sega,November 1995,gg,"A Game Gear spin-off of the Sonic the Hedgehog series that focuses on maze exploration, as Sonic searches for the Chaos Emeralds to free him from wearing ""slow-down boots"".",3030-6222,6222,0,,https://www.giantbomb.com/sonic-labyrinth/3030-6222/,CERO: All Ages," <div> Overview : Sonic Labyrinth is a 2D isometric platformer developed and published by Sega for the Sega Game Gear in October 1995 (in Europe) and November 1995 (worldwide).A spin-off of the Sonic the Hedgehog series, Sonic Labyrinth puts the titular hedgehog in bumper-filled mazes (similar to pinball tables) as he navigates each maze to find all keys and reach the exit before the timer expires. However, Dr. Robotnik has secretly replaced his trademark shoes with ""slow-down boots"", negating his ability to run fast and jump and making him unable to remove the boots without energy from chaos emeralds. He can still use his Spin Dash ability to quickly navigate each maze.It was included as a hidden mini-game in the 2003 game Sonic Adventure DX: Director's Cut, in the 2004 compilation Sonic Mega Collection Plus, and in the 2005 compilation Sonic Gems Collection (as a limited ""demo""). It was also digitally re-released for the Nintendo 3DS (via Virtual Console) on May 2012 (in Japan and Europe) and June 2013 (in North America). </div> "
Sonic the Hedgehog,Ancient,Sega,December 1991,gg,A spelling game for the didj. Players race through the level collecting letters to spell a word.,3030-38273,38273,0,2008-04-30,https://www.giantbomb.com/sonic-the-hedgehog/3030-38273/,,
Sonic the Hedgehog 2,Aspect,Sega,"November 17, 1992",gg,"Run, jump and spin through levels as Sonic and Tails, in order to thwart the plans of the nefarious Dr. Robotnik and free the kidnapped animals! Released by Sega in 1992, Sonic the Hedgehog 2 is often considered one of the greatest platformers of all time.",3030-1662,1662,0,1992-10-16,https://www.giantbomb.com/sonic-the-hedgehog-2/3030-1662/,ESRB: E," <div> Overview : A year after the original Sonic the Hedgehog, Sonic the Hedgehog 2 burst on to the scene. Sonic 2 is very similar to the original, but builds on many of the concepts and ideas introduced in the first title while piling on nearly twice the number of levels. The most drastic change was the introduction of a sidekick, Miles ""Tails"" Prower. The new character allowed a simple 2-player competitive mode, borrowing levels from the single player to add a much needed multi-player component. Tails could also follow Sonic around in single player mode, and could be controlled by plugging in a second Genesis gamepad.Arguably the most dramatic improvement is the implementation of the Spin-dash. By ducking and pressing the jump button, Sonic would rev up in ball form. After revving up enough, the player could stop pressing down to get a burst of speed while staying rolled into a ball. Beyond those two additions, however, gameplay for Sonic the Hedgehog 2 remains relatively the same; the goal is still to get to the end of a level as quickly as possible, while destroying as many enemies and collecting as many rings as possible. Rather than having three acts and a boss fight (as in Sonic 1), Sonic 2 features only two acts per level, with some exceptions (Metropolis Zone features three acts, Sky Chase, Wing Fortress, and Death Egg all feature a single act each).Chaos Emeralds also returned from the original, offering up an additional 7th Emerald (instead of the original game's 6). The special stages were done on a endless half-pipe which Sonic ran forward on collecting rings and avoiding enemies. If he had enough rings when he hit the checkpoint then he would continue until eventually obtaining a Chaos Emerald. Collect all 7 and Sonic would be able to transform into Super Sonic. In this form Sonic becomes even faster and rather than his usual blue is colored a bright yellow. </div>  <div> Plot : Not content just exploring his home of South Island, Sonic the Hedgehog's adventures took him all over the globe. It was eventually he found himself at West-side Island, said to be home to a lost civilization. This civilization were given seven ""Chaos Emeralds"" of great power as a gift from the Gods. Eventually, this power corrupted the civilization, and this angered the Gods greatly. As punishment, they sealed the emeralds away in an alternate dimension called ""The Special Zone"".Intrigued, Sonic lands his biplane, the Tornado, on the island. It's here Sonic runs in to a shy, two-tailed fox named Miles - Sonic nicknames him ""Tails"" for obvious reasons. Tails, as it turns out, loves machinery, and he is fascinated by Sonic's plane. Before the two can get too acquainted, however, they hear an explosion in the distance. Doctor Ivo 'Eggman' Robotnik has followed Sonic to this island, and is tearing it apart looking for the Chaos Emeralds. He hopes they will act as an energy source for his greatest, most deadly creation: a giant, weaponized space station called the ""Death Egg."" Together, Sonic and Tails agree that Robotnik has to be stopped at all costs. </div>  <div> Special Stage : The Special Stage is played from behind Sonic in a 3D half-pipe. The player is given a target of the number of rings they have to collect as Sonic runs through the pipe whist avoiding the bombs. If the target is met then the stage continues, if not then the player returns to the level where they entered the Special Stage with a total of no rings. By meeting all the targets in the Special Stage, the stage is cleared and the player unlocks a Chaos Emerald. Each new Special Stage is harder than the one which preceded it and they have to be completed in order with no way to skip to the next one without completing the one previous.After collecting all 7 Chaos Emeralds, compared to the total of 6 found in the Master System version, Sonic gains the ability to change into Super Sonic after collecting 50 rings. When Sonic becomes his super form he is virtually invincible, running and jumping much higher than normal, only able to be killed by drowning, being crushed, falling off the screen or by running out of time in the level. This added speed comes at a price as it makes it almost impossible to do precise jumps due to the increased speed as well as loosing 1 ring a second whilst in super form; with Sonic reverting back to his normal self when the rings reach zero and effectively making him a sitting duck to enemies. </div>  <div> Two Player Versus Mode : Sonic 2 also included a two versus player mode where, playing as either Sonic or Tails, two players can have a split screen race on one of 3 different zones or a Special Stage. In the regular zone races, on either Emerald Hill Zone, Casino Night Zone or Mystic Cave Zone, players are ranked in 5 different areas with the highest score winning the round. On the Special Stage the winner is the one who collects the most rings. In the case of a tie in the regular zones a Special Stage is then ran to determine a winner. Two player mode also added a couple of new item boxes. One being a teleporter which switched the two players around, the other being a Dr. Robotnik item which damaged the player that found it. </div>  <div> Compatibility with Sonic & Knuckles : By slotting the Sonic the Hedgehog 2 cartridge into the top of the Sonic & Knuckles cartridge, the player will play as Knuckles instead of either Sonic or Tails. He can glide and climb walls but due to his inferior jumping ability some boss fights are more difficult as Knuckles.There are a few minor differences in the way Star Post checkpoints are handled however as when returning to a level after a Special Stage the player would keep the rings they had before they went in, whereas in the default game all rings were lost. The same applies when a life is lost.Some minor changes to levels were also made so the player could find extra secrets or shortcuts using Knuckles climbing and gliding abilities. </div>  <div> Re-Releases : The Genesis version of this game was re-released on:Sonic Compilation on the Mega Drive in EuropeSonic 3-in-1 on the Genesis in North AmericaSega Smash Pack 2 on the PCReal Arcade on the PCSonic Mega Collection on the Nintendo GamecubeSonic Mega Collection Plus on the PS2, Xbox and PCSonic Genesis Collection on the PS2 and PSPWii Virtual ConsoleXbox Live Arcade MarketplaceSonic's Ultimate Genesis Collection for Xbox 360 and PS3Sega Mega Drive and Genesis Classics Collection for PCSega 3D Classics for the Nintendo 3DSSega Forever for Mobile PlatformsSega Genesis Classics for Playstation 4 and Xbox OneSega Ages for the Nintendo Switch </div>  <div> Zones : Sonic the Hedgehog 2 has 11 zones, plus one special stage. This is twice as many as the original Sonic, which had 6 zones. However, a big difference this time around is that most of the zones have two acts instead of three. This is not a hard and fast rule though, as the Metropolis Zone has 3 acts and towards the end of the game Sky Chase Zone, Wing Fortress Zone and Death Egg Zone all have a single act. </div>  <div> Soundtrack : The first zone of Sonic 2 bares more than a passing resemblance to Green Hill Zone from the previous game. Emerald Hill is set inside a tropical resort, featuring palm trees, rolling green hills, and wildlife-themed enemies like monkeys, fish and bees. Dr. Robotnik appears here, driving a drill-based machine that he tries to ram in to Sonic. </div>  <div> Development History : This zone is set in a bustling industrial city that is flooded with a neon pink liquid. Sonic can survive while submerged in this, but only for a limited time since there are no air bubbles. Dr. Robotnik makes his appearance with a suction tube clipped onto the bottom of his ship, which he uses to extract toxic materials from the liquid below. The player must avoid his attacks while remaining on a series of platforms, which feature panels that will successively rotate. </div>  <div> Trivia : This zone is set in the ruins of a sinking city as it succumbs to the depths of a lake. The low routes lead deep under the surface and features a significantly higher level of challenge, so players are advised to keep their heads above water whenever possible. Robotnik appears here with a giant mallet attached to his ship, he will hit down on two columns that flank the player on either side of street, causing them to shoot out arrows. The player must use these arrows as platforms in order to be able to reach Robotnik and bring him down. </div>  <div> 8-bit Master System/Game Gear Game : This zone is set in a series of giant pinball tables, featuring flippers, bumpers and a number of slot machines. Dr. Robotnik appears here at the bottom of the last pinball table, with a set of electric pincers on the bottom of his ship. He uses this to drop bombs on the player, so staying on the ground is inadvisable. Instead, the player must spin dash up to, and utilize, the bumpers in order to hurl themselves at Robotnik. </div> "
Sonic Origins,Aspect,Sega,"November 23, 1993",gg,Sonic Origins is a compilation of classic Sonic the Hedgehog titles.,3030-82698,82698,0,2022-06-23,https://www.giantbomb.com/sonic-origins/3030-82698/,," <div> Overview : Sonic Origins was revealed as part of the 30th anniversary celebration on the Sonic Central livestream airing on May 27, 2021. No specific platforms were announced at the time. Although footage showed what appeared to be widescreen versions of most of the games (likely the Taxman remakes), those showing Sonic 3/Sonic & Knuckles were the original 4:3 format. Katie, the Sonic the Hedgehog social media manager, confirmed later that those games would also be widescreen.Games included in the collection are:Sonic the HedgehogSonic the Hedgehog 2Sonic the Hedgehog 3Sonic & KnucklesSonic CD </div> "
Sonic the Hedgehog: Spinball,Sega Interactive Development Division,Sega,September 1994,gg,"Sonic the Hedgehog infiltrates the secret lair of Dr. Robotnik, only to find himself at the mercy of Robotnik's ingenious Pinball Defense System!",3030-18592,18592,0,1993-11-15,https://www.giantbomb.com/sonic-the-hedgehog-spinball/3030-18592/,ESRB: E," <div> Overview : Watch out! Escape!Sonic the Hedgehog Spinball (known in Japan as Sonic Spinball) is a hybrid 2D platformer/pinball video game developed by Polygames and published by Sega for the Sega Genesis on November 23, 1993. The game was later ported to the Sega Game Gear (on September 1994, exclusively outside of Japan) and Sega Master System (exclusively in Europe on January 1995) by SEGA IDD.Players control Sonic the Hedgehog as a pinball (also controlling the various flippers around the stages), as he ventures through each of the four stages while collecting Chaos Emeralds and defeating the boss machines of Dr. Robotnik.The game is one of the two games to make use of elements from both the Sonic the Hedgehog and Adventures of Sonic the Hedgehog cartoon series (the other game being Dr. Robotnik's Mean Bean Machine). The story involves Sonic infiltrating Dr. Robotnik's diabolical lair (the Veg-O-Fortress) on Mt. Mobius (thwarting his latest plan to turn the animals of planet Mobius into robots). This time, he must make use of Dr. Robotnik's new Pinball Defense System to navigate the lair.The Genesis version was included in numerous compilations (including Sega Smash Pack, Sonic Mega Collection, Sonic Mega Collection Plus, Sonic Gems Collection as a limited ""demo"", and Sonic's Ultimate Genesis Collection). The GG version was included whole in Sonic Gems Collection and was also included as a hidden mini-game in the 2003 game Sonic Adventure DX: Director's Cut. The Genesis version was also digitally re-released for the Wii (via Virtual Console) on March 12, 2007, for the PC (via Steam) on September 13, 2010, and iOS devices on December 16, 2010. </div>  <div> Stages : There are four levels. In each level, the player has to collect all Chaos Emeralds to unlock the boss room. Defeating the boss clears the level. In between each level, players can enjoy bonus stages that consist of Sonic himself playing an actual pinball machine with three lives to complete a challenge, and which have slightly different physics from the main game. Each Bonus Stage plays at a specific time and do not have to be completed; even if the player loses at the Trapped Alive stage after completing the first level, they will still proceed to the Robo Smile stage after completing the second. </div> "
Sonic the Hedgehog: Triple Trouble,Aspect,Sega,November 1994,gg,"The fourth 8-bit platformer featuring Sonic the Hedgehog pits him and his buddy Tails against the triple threat of Dr. Robotnik, Knuckles the Echidna, and a new foe: the wily treasure hunter Nack the Weasel.",3030-13900,13900,0,1994-11-11,https://www.giantbomb.com/sonic-the-hedgehog-triple-trouble/3030-13900/,ESRB: K-A," <div> Overview : Sonic the Hedgehog: Triple Trouble (known in Japan as Sonic & Tails 2) is a 2D side-scrolling platformer developed by Aspect and published by Sega for the Sega Game Gear (in November 1993).The sequel to Sonic the Hedgehog Chaos, Triple Trouble pits Sonic and Tails against not only Dr. Robotnik, but both Knuckles the Echidna (who is duped by Robotnik into stealing the emeralds) and treasure hunter Nack the Weasel (named Fang the Sniper in the Japanese version, who sets out to take the emeralds for profit). Aspect would later make both a sequel (with both Sonic and Knuckles as protagonists) and a spin-off (an action-adventure platformer featuring Tails).The game was included as a hidden mini-game in the 2003 game Sonic Adventure DX: Director's Cut and in the 2005 compilation Sonic Gems Collection. It was also digitally re-released for the Nintendo 3DS (via Virtual Console) on March 2012. </div> "
Space Harrier,Sega,Sega,1991,gg,"Play as a flying dude holding a large cannon as he takes on giant mechs, flying mushrooms, and fire-breathing dragon skeletons.",3030-6036,6036,0,,https://www.giantbomb.com/space-harrier/3030-6036/,CERO: A," <div> Overview : ""Welcome to the Fantasy Zone, get ready!""Space Harrier (スペースハリアー Supēsu Hariā) is a third-person rail shooter game. It was developed by Sega AM2 and created by legendary developer, Yu Suzuki, responsible for many popular Sega games. The game was published by Sega and originally released in the arcades in October 1985. Since then, the game has been released on a number of platforms and spawned many sequels.Using Sega's Super Scaler 16-bit graphics technology, the game produced pseudo-3D sprite-scaling at high frame rates, with the ability to scale as many as 32,000 sprites and fill a moving landscape with them, along with 6144 colors on screen out of a 98,304 color palette (15-bit RGB high color depth with shadow & highlight).It also introduced a true analog flight stick for movement, with the ability to register movement in any direction as well as measure the degree of push, which could move the player character at different speeds depending on how far the stick is pushed in a certain direction. It also introduced a motion-based, hydraulic cockpit arcade cabinet, which moved in the direction the player moved the joystick. The game was also an early example of a third-person shooter; it was influenced by the earlier 1982 Sega game Buck Rogers: Planet of Zoom, and Space Harrier in turn influenced later 3D shooters such as Nintendo's Star Fox (Starwing) in 1993.Running on the Sega Space Harrier arcade system board previously used by Hang-On, the pseudo-3D sprite/tile scaling in the game was handled in a similar manner to textures in later texture-mapped polygonal 3D games of the 1990s. Yu Suzuki stated that his ""designs were always 3D from the beginning. All the calculations in the system were 3D, even from Hang-On. I calculated the position, scale, and zoom rate in 3D and converted it backwards to 2D. So I was always thinking in 3D.""[1] The game's success established Suzuki as the leading arcade game designer at the time.[2]Space Harrier later saw ports to many home game systems.Space Harrier's release on the Sega Master System home console is particularly notable, as there were two versions: one was a port of the arcade game, while the other, entitled Space Harrier 3-D (1988), supported the SegaScope stereoscopic 3D glasses. The game also spawned the sequel Space Harrier II (1988) and the spin-off Planet Harriers (2000). </div>  <div> Gameplay : The bonus stage.The game takes place in a unique place called the ""Fantasy Zone"" (no deeper plot is associated with Space Harrier). The Fantasy zone is a place filled with many strange creatures like one-eyed mammoths, alien pods, strange looking dragons, robots and flying mushrooms etc. The main character is a man with a giant gun/rocket that allows him to fly around. He runs along in a pseudo 3D level blasting anything that comes at him.The game has the player moving forward at all times and many enemies will get in the player's way, blasting projectiles and moving along in a certain pattern. The player must also do his or her best to move out of harm's way while shooting at anything that's presented on screen. Most objects are destructible, but some are not. If the player gets hit once, he or she will lose a life. The player starts off with two lives, and an extra life can be gained if the player racks up 5,000,000 points.The arcade version.The points will gradually increase as the player keeps moving. More points will be given for every thing that is destroyed by the player.There are eighteen stages in the game and a boss fight is presented in the end of sixteen of the stages. Two of the stages, stage 5 and stage 12, are bonus levels. The main character will jump on a dragon-like creature and destroy as many objects - trees, stone poles and bushes - as he or she can. </div>  <div> Arcade cabinets : The third stage, Amar.Stage 1: MootStage 2: GeezaStage 3: AmarStage 4: CiecielStage 5: Bonus StageStage 6: OlisisStage 7: LucasiaStage 8: IdaStage 9: ReviStage 10: MiniaStage 11: ParmsStage 12: Bonus StageStage 13: DrailStage 14: AsuteStage 15: VicelStage 16: NaturaStage 17: NarkStage 18: Absymbel </div>  <div> Sega Space Harrier arcade hardware : There were several different arcade cabinets. The first two were the standard upright and sit-down cabinets, which introduced the use of an analog flight stick that, for the first time, detected movement in 360 directions as well as the degree of push. The first port to feature similar analog stick controls was the version that appeared in Shenmue for the Dreamcast in 1999.The third was a new type of deluxe cabinet: the ""rolling"" cabinet. The ""rolling"" type moved the entire cabinet in the direction the player moved the analog flight stick, left/right and forward/backward, simulating flight movement for the first time in an arcade cabinet. The first port to simulate the rolling type deluxe arcade cabinet was Space Harrier 3D, which utilized the Nintendo 3DS's gyroscope motion sensor, in 2012. </div>  <div> Console ports : The arcade hardware used to run the game is widely known as the Sega Space Harrier system, or less commonly known as the Sega Hang-On system. It utilized two boards: the CPU (Central Processing Unit) mother board, and the Super Scaler graphics board which handled the game's complex sprite-scaling. The game displayed 128 sprites per frame, at 60 frames per second, scaling 7680 sprites per second. The graphics board itself is capable of scaling up to 32,000 sprites per second with more memory, as was the case with later Super Scaler titles. </div>  <div> Reception : Main CPU processors: 2x Motorola MC 68000 (16/32-bit) @ 10 MHz each Performance: 3.5 MIPS (Million Instructions Per Second)Additional CPU: Intel 8751 (8-bit) @ 8 MHzSound CPU: Zilog Z80 (8-bit) @ 4 MHz Performance: 580,000 IPS (Instructions Per Second)Stereo sound chips FM (Frequency Modulation) synthesis chip: Yamaha YM2203 @ 4 MHz Channels: 3 FM channels, 3 SSG (Software-controlled Sound Generator) channelsPCM (Pulse-Code Modulation) chip: SegaPCM @ 8 MHz Channels: 16 PCM 8-bit channels @ 31.25 KHz sampling rateRAM (Random Access Memory) Program RAM: 32 KBAudio RAM: 2 KBROM (Read-Only Memory) Program EPROM (Erasable Programmable ROM) memory: 448 KBAudio EPROM: 192 KBAudio ROM for PCM audio samples: Up to 16 MB </div>  <div> Trivia : GPU: Sega Super Scaler 171-5320 graphics card Sega 315-5011 sprite line comparitorSega 315-5012 sprite generator2x Sega 315-5049 tilemap chipsSega PAL chipset: 2x Sega 315-5107 horizontal timing controlSega 315-5108 vertical timing controlSega 315-5122 timing chipDisplay resolution: 320 x 224 pixelsColours on screen: 6,144Colour palette: 32,768 (15-bit colour)Frame rate: 60 frames per secondSprites displayed per frame: 128Sprites displayed per second: 7680Sprites scaled per second: Up to 32,000Hardware layers: 2 tile layers1 text layer1 sprite layer with hardware sprite zooming1 road layerTranslucent shadowsVRAM (Video RAM) memory: 192 KB high-speed SRAM (Static RAM)Graphics EPROM: 1152 KB </div> "
The Amazing Spider-Man vs. The Kingpin,Bits Studio,Flying Edge,1992,gg,"Spidey swings his way through the streets, rooftops, parks, warehouses, sewers, and underground secret bases of New York in his fight against the Kingpin.",3030-20388,20388,0,,https://www.giantbomb.com/the-amazing-spider-man-vs-the-kingpin/3030-20388/,," <div> Overview : Originally released for the Sega Master System, Sega Game Gear, and Sega Genesis in 1991 and then later ported for the Sega CD in 1993 and featured the song ""Swingtime"" by Mr. Big, as well as new levels and animated cutscenes with voice acting to make use of the additional memory afforded by the compact disc format.The story in all versions of the game follows Spider-Man as he attempts to save New York from a nuke planted by his long time enemy, The Kingpin. Oh, and also clear his name as Kingpin has framed him for stealing the explosive and save his wife Mary Jane from Venom.The gameplay featured side-scrolling action and simple exploration for power-ups and a who's who of Spider-Man villains. Notably, the game also featured a photography element wherein the player would be rewarded for snapping photos of villains, earning cash to be spent on webbing. </div> "
Spider-Man: Return of the Sinister Six,Bits Studio,Flying Edge,1993,gg,A side-scrolling action game featuring Spider-Man.,3030-7246,7246,0,,https://www.giantbomb.com/spider-man-return-of-the-sinister-six/3030-7246/,," <div> Overview : Spider-Man: Return of the Sinister Six is an action game developed by B.I.T.S. and published by Flying Edge (Game Gear releases and all but Brazil Master System releases), LJN (NES releases), and Acclaim (Brazilian Master System release). </div>  <div> Final Bosses : Each level ended with Spider-Man fighting one of the six main bosses:Level one: ElectroLevel two: SandmanLevel three: MysterioLevel four: VultureLevel five: HobgoblinLevel six: Doctor Octopus </div> "
Spider-Man and the X-Men: Arcade's Revenge,Software Creations,Flying Edge,March 1994,gg,Spider-Man and the X-Men: Arcade's Revenge is an early 90s action game where a group of the strongest superheroes attempt to escape one of comicdom's weakest supervillains.,3030-10085,10085,0,,https://www.giantbomb.com/spider-man-and-the-x-men-arcades-revenge/3030-10085/,," <div> Overview : The X-Men have been kidnapped by Arcade. Is Spider-Man a bad enough dude to save them? That is the plot of this action platformer game developed by Software Creations and published by LJN. The player alternately plays as Marvel superheroes Spider-Man, Wolverine, Gambit, Storm and Cyclops as they run, swim, claw and shoot their way through more than ten different levels in several wildly different settings. The game has dramatically different styles of gameplay for each character, each with their own powers and skills taken straight from the cartoon and comic books. </div>  <div> Gameplay : This game hosts a wide range of gameplay styles and mechanics, though every stage sticks to a 2-D plane. Each character has their own unique abilities to help them travel through their two unique stages and defeat the evil mastermind Arcade. </div> "
Sports Illustrated Championship Football & Baseball,Unexpected Development,Black Pearl Software,1995,gg,A Sports Illustrated themed game featuring isometric football with playcalling and a traditional baseball simulation.,3030-39646,39646,0,,https://www.giantbomb.com/sports-illustrated-championship-football-baseball/3030-39646/,," <div> Overview : Sports Illustrated: Championship Football & Baseball is a sports game developed and published by Malibu Interactive and licensed by the Sports Illustrated magazine. Unusually for sports game of the era, it has full-featured modes for both football and baseball. A truncated version of the game was released in Europe as All-American Championship Football, but this version only retained the football portion of the cart.For the football portion, the game has a variety of play options such an exhibition game as well as the ability to play functional seasons. Features city teams based on locations of real NFL teams. Also, the ability to compare two individual team's overall stats.The baseball section contains pitching as well as hitting. If the player hits a home run, the game displays HOME RUN on a scoreboard. </div> "
Sports Trivia,Adrenalin Entertainment,Sega,1995,gg," A sports trivia game for the Game Gear. As you play a game of football you pick your plays and depending on the type of play are asked questions. Answer incorrectly and the plays over, give the correct answer quickly and you'll get a helpful boost.",3030-25701,25701,0,,https://www.giantbomb.com/sports-trivia/3030-25701/,ESRB: K-A,
Bible Trivia: Avatar Edition,Adrenalin Entertainment,Sega,1995,gg,An Xbox Live indie game. It is a sequel to Bible Trivia now featuring avatars. ,3030-38359,38359,0,2012-04-26,https://www.giantbomb.com/bible-trivia-avatar-edition/3030-38359/,," <div> Overview : Bible Trivia: Avatar Edition is a trivia indie game. It is 80 MSP, equal to $1.00. Players are given clues and must answer the multiple choice question in 20 or less seconds. </div> "
Stargate,Probe,Acclaim,1994,gg,Stargate is a pinball machine based on the movie of the same name.,3030-35300,35300,0,,https://www.giantbomb.com/stargate/3030-35300/,,
Star Trek: The Next Generation,Absolute Entertainment,Absolute Entertainment,1994,gg,"Join Captain Jean-Luc Picard, Commander Riker, and the crew of the Enterprise D as they explore new worlds and civilizations, and boldly go where no man has gone before.",3030-3555,3555,0,1993-09-13,https://www.giantbomb.com/star-trek-the-next-generation/3030-3555/,,
Star Trek: Generations - Beyond the Nexus,Absolute Entertainment,Absolute Entertainment,1994,gg,,3030-1878,1878,0,1994-12-31,https://www.giantbomb.com/star-trek-generations-beyond-the-nexus/3030-1878/,,
Star Wars,Tiertex,U.S. Gold,1993,gg,A 2017 pinball machine based on the original Star Wars trilogy.,3030-60942,60942,0,,https://www.giantbomb.com/star-wars/3030-60942/,, <div> Overview : Star Wars is a pinball machine developed and manufactured by Stern Pinball in 2017. </div> 
Streets of Rage 4,Japan System House,Sega,"December 31, 1992",gg,From the studios behind the indie games Streets of Fury and Wonder Boy: The Dragon's Trap comes an official fourth installment of Sega's Streets of Rage beat-'em-up series.,3030-70072,70072,0,2020-04-30,https://www.giantbomb.com/streets-of-rage-4/3030-70072/,ESRB: T," <div> Overview : Streets of Rage 4 (known in Japan as Bare Knuckle IV) is a 2D belt-scrolling brawler developed by DotEmu, Lizardcube, and Guard Crush Games (with porting  help by Blitworks and Seaven Studio) and published digitally by DotEmu (Yooreka Studio in China) for the Xbox One, PlayStation 4, Nintendo Switch, and PC on April 30, 2020.The fourth installment of Sega's Streets of Rage series (and released 16 years after Streets of Rage 3), Streets of Rage 4 features a new game engine (based on Guard Crush Games' previous indie game Streets of Fury) and high-definition hand-drawn graphics (similar to Lizardcube's previous game Wonder Boy: The Dragon's Trap). While most of the game plays similarly to the original trilogy, it includes new gameplay mechanics (such as an updated combo system, situational health regeneration after performing special attacks, and a new Stage-based scoring system). In addition to two-player online multiplayer, the game introduces four-player local multiplayer to the series.Set 10 years after the fall of criminal mastermind Mr. X's syndicate, the story involves a new crime syndicate mysteriously corrupting Wood Oak City, led by Mr. X's own children (the ""Y Twins"", Mr. Y and Ms. Y). Joining former cops Axel Stone and Blaze Fielding in their investigation are guitarist Cherry Hunter (the daughter of their old friend Adam) and mason Flyoid Iraia (a cyborg apprentice of the scientist Dr. Zan).The game later received a DLC expansion, known as Mr. X Nightmare, on July 15, 2021. This expansion adds new Survival and Training modes set in a holographic simulation from Dr. Zan, adding a variety of new enemies and weapons. It also adds three new playable characters, one unlockable retro character, a new ultra-hard ""New Mania+"" difficulty, and the addition of both alternate abilities and alternate color palettes for all characters.The XONE, PS4, and Switch versions of the game received a physical release by Merge Games on July 30, 2020, with the PS4 and Switch versions also received a limited physical release by Limited Run. It also received a port for Google Stadia on July 15, 2021, and will receive mobile ports (by Playdigious) for iOS and Android devices on May 22, 2022. </div>  <div> Playable Characters : Similar to Streets of Rage 3, only four characters are playable from the start, with additional ones being unlockable. All character appearances from Streets of Rage and Streets of Rage 2, as well as most appearances from Streets of Rage 3, are unlockable for use, each with their original pixel art graphics and original audio.Axel Stone is a martial artist who retired from the police force and began living an isolated life in the wilderness after the fall of Mr. X, only to be brought back to fight the new syndicate after a call from Blaze. His retro appearances (from all three original games) are unlockable.Blaze Fielding is a dance instructor who was dishonorably discharged from the police force sometime after the fall of Mr. X (for refusing to take anger management classes). Her habit of getting into street brawls gave her insight of a new crime syndicate. Her retro appearances (from all three original games) are unlockable.Cherry Hunter, daughter of decorated police officer Adam Hunter, is a guitarist who plays electro progressive rock in some of the most dangerous parts of the city. When Blaze called Adam for help against the new syndicate, Cherry went in his stead. She serves as the ""agile"" character of the original four, sacrificing her damage output for quick strikes and fast movement, and is the only one of the four who is able to run.Floyd Iraia is a mason who lost both of his arms in a horrible work accident, only to build new cybernetic ones with the help of brilliant scientist Dr. Gilbert Zan. When Blaze called Dr. Zan for help against the new syndicate, Floyd went in his stead. He serves as the ""grappler"" character of the original four, sacrificing his movement speed for powerful strikes and grapples.Adam Hunter is a police officer who became an agent with the Special Investigation Forces after the fall of Mr. X. Tasked with infiltrating crime organizations in the shadows, he waits for the right time to strike. He is unlocked after completing Stage 4, and his original SOR1 appearance is also unlockable.Estel Aguirre is a high-ranking police officer dutifully serving a police force corrupted by the new syndicate. She serves as a minor antagonist throughout the game's story. She is unlocked after purchasing the Mr. X Nightmare DLC.Max Thunder is a former professional wrestler and a good friend of Axel. His whereabouts are unknown prior to the rise of the new syndicate. He is unlocked after purchasing the Mr. X Nightmare DLC, although his original SOR2 appearance is unlockable in the base game.Shiva is the former right-hand man of Mr. X and is presumed to be part of the new syndicate. Mastering the art of Kenpo, he excels in both speed and power with his martial arts, but refuses to equip any weapons. He is unlocked after purchasing the Mr. X Nightmare DLC, although his SOR3 appearance is unlockable in the base game.Skate Hunter and Dr. Gilbert Zan are unlockable in their retro appearances (SOR2 for Skate, SOR3 for Dr. Zan). Roo, in his original SOR3 appearance, is also unlockable with a cheat code in the Mr. X Nightmare DLC. </div>  <div> System Requirements : PC MinimumPC RecommendedOperating System: Windows 7Processor: Intel Core 2 Duo E8400 | AMD Phenom II X4 965Memory: 4 GB RAMGraphics: NVIDIA GeForce GTS 250 | AMD Radeon HD 6670Storage: 8 GB available spaceOperating System: Windows 7+Processor: Intel i5+Memory: 8 GB RAMGraphics: NVIDIA GTX 960 / Radeon HD 5750 or betterStorage: 10 GB available space </div>  <div> External Links : Streets of Rage 4 Official Site </div> "
