Title,Developer,Publisher,Release date North America,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Super Widget,Atlus,Atlus,September 1993,snes,"A cartoony platformer based on the animated TV show Widget. It is the ""Super"" sequel to the 1990 NES original.",3030-4533,4533,0,,https://www.giantbomb.com/super-widget/3030-4533/,," <div> Overview : Super Widget is a platformer based on the Widget cartoon show, featuring a small purple alien named Widget who is destined to reach the rank of World Watcher among his species. To accomplish this task, Widget must travel through several different planets in order to save Earth and earn World Watcher status.It is the sequel to the 1990 NES game Widget. Atlus developed and published the game for the US market exclusively. </div>  <div> Gameplay : The gameplay in Super Widget is more or less that of a straightforward platformer with collectibles. The main difference in Super Widget is that the player can collect coins that will make him transform. </div>  <div> Critical Reception : Transforming acts as health for Widget. If Widget is in his original form he will die in one hit from his enemies. If he is transformed he will lose his new form instead of dying. Each transformation also enhances Widget in some way, allowing him to shoot projectiles or making him faster. </div> "
Suzuka 8 Hours,Arc System Works,Namco,May 1994,snes,"An Arcade motorcycle racing game by Namco, based on the titular endurance race. A SNES version was developed by Arc System Works.",3030-12299,12299,0,1993-10-15,https://www.giantbomb.com/suzuka-8-hours/3030-12299/,," <div> Overview : Suzuka 8 Hours is a motorcycle game that features five tracks, including the famous Suzuka Circuit which hosts the Suzuka 8 Hours endurance race. As with other games featuring famous races, such as Super Off-Road: The Baja, the player works their way up to the title race through easier intermediary courses. The player can race around a total of five different tracks in Time Trial Mode, Practice Mode and a competitive 2 Player Mode. There are also numerous options for bike customization, including engine size, bike color and options for optimizing either the acceleration, handling or top speed. </div> "
SWAT Kats: The Radical Squadron,AIM,Hudson Soft,"August 21, 1995",snes,A licensed platformer developed by AIM and published by Hudson Soft for the SNES. T-Bone and Razor are once again required to save Megakat City from some of its worst criminals.,3030-4706,4706,0,,https://www.giantbomb.com/swat-kats-the-radical-squadron/3030-4706/,," <div> Overview : SWAT Kats: The Radical Squadron is a side-scrolling action platformer game for the SNES, based on the Hanna Barbera animated series SWAT Kats that was produced from 1993-1994. The playable characters in the game are the two protagonists from the cartoon, Chance ""T-Bone"" Furlong and Jake ""Razor"" Clawson, who work as heroic vigilantes after being unfairly discharged from the city's paramilitary law enforcement agency. The game was released in North America exclusively, despite the Japanese developer/publisher team.As well as playing as either of the two heroes in 2D platforming levels, there are also levels where the player controls the Turbokat Fighter in flying levels. The game's scenarios can be tackled in any order, each of which involves foiling one of the SWAT Kats' recurring supervillains. </div> "
Syndicate,Bullfrog Productions,Ocean Software,December 1995,snes,"Syndicate is a reinvention of the 1993 game by Bullfrog. Developed at Starbreeze Studios, the game puts players in the shoes of Miles Kilo, one of the cybernetically-enhanced Agents who wages war against enemy mega-corporations on behalf of EuroCorp, his sponsor syndicate.",3030-30734,30734,0,2012-02-21,https://www.giantbomb.com/syndicate/3030-30734/,PEGI: 18+," <div> Overview : Developed by Starbreeze and published by EA, Syndicate is a fast-paced first-person shooter, taking place in the same dystopian cyberpunk future originally conceived by Bullfrog in their 1993 isometric real-time tactical game by the same name. Set in 2069 (as opposed to the 2096 of the Bullfrog release), the campaign is seen through the eyes of Miles Kilo.Despite favourable reviews, EA announced that Syndicate had failed to meet expectations commercially and did not turn a profit. </div>  <div> Story : Syndicate takes place in a future where corporations (also referred to as Syndicates) have grown tremendously powerful, replacing the governments of the world. They lean heavily on advancing the capabilities of the DART chip, a microchip implanted in the skull of 57% of the world population that allows enhanced interactivity with the surrounding world. Each corporation has weaponized the chip, allowing for enhanced senses and physical abilities, as well as the ability to hack in to other chips to varying degrees with diverse effects.Drawl, Merit and Denham talking serious businessExperimental versions of these chips are placed in 'Agents', assets utilized by the corporations to further their agendas through a mix of subterfuge, sabotage and aggression. With each company trying to gain the upper hand over their competition, corporate espionage runs rampant, paranoia is innate, and tensions have reached a boiling point between the three largest Syndicates of the world: EuroCorp, Aspari, and Cayman Global.The campaign follows the story of Agent Miles Kilo, primary test subject for Dr. Lily Drawl's (voiced by Rosario Dawson) prototype DART-6 chip, his partner Agent Jules Merit (voiced by Michael Wincott), CEO of EuroCorp Jack Denham (voiced by Brian Cox), and the fall of EuroCorp. </div>  <div> Gameplay : Syndicate's gameplay focuses on combining shooting and melee executions with skillful use of the DART chip's abilities. The single player campaign and the multiplayer co-operative mode share many fundamentals, but end up playing fairly differently. In both modes, your use of applications are limited by your ability to produce adrenaline. Scoring and chaining together kills, completing objectives and performing ""breach spikes"", essentially an active reload, will all produce adrenaline, recharging your applications.The DART Overlay in actionThe campaign provides access to four key abilities:DART Overlay: Slows down time and highlights targets in the environment, even behind cover. With upgrades, it can mitigate damage, increase health regeneration, and increase damage output.Backfire App: This application causes the gun of an enemy to misfire, initially affecting two targets, but can be upgraded to three. Those effected suffer a small amount of damage from the initial blast and are susceptible to increase damage.Suicide App: This application disrupts DART chips' regular functions, causing the effected target to pull out a grenade and commit suicide.Persuade App: A throwback of sorts to the original Syndicate, this application causes a target to switch sides and fight alongside you. In the event that all enemies are eliminated, the target will turn the gun on themselves.The ability to ""breach"", or hack, in to enemy chips and the environment around you plays an integral part in gameplay as well. Several enemies will sport armor types that negate all damage until they are hacked, and often times progress through a level will be hindered until a computer terminal, control switch, etc. is hacked to open up the pathway.The game also consists of a four player cooperative mode that follows the loose story of up and coming Syndicate, Wulf Western and it's agents: Akuma, Thalos, Fall and Darius. Players are able to create different loadouts, making weapon and application combinations that all them to potentially fill a team archetype, e.g. Tank, Healer, etc. Because the multiplayer is not competitive based, there is no Online Pass required by EA to access the multiplayer content. </div>  <div> Co-operative Mechanics : The co-operative mode in Syndicate is designed for 4 players but skilled players can tackle the missions solo or in pairs and still have great success in earning experience. Any experience earned will be lost if a player does not finish a given mission so be sure to keep that in mind if you need to leave a game in progress. The experience earned goes towards player rank, weapon upgrades and application research. Each rank provides points which can be spent in a skill tree to increase the attributes of the player, such as faster breach speed, increased health, the ability to equip two applications at once and even temporary invulnerability when near death.Each mission can be played on one of three difficulties: Normal, Hard and Expert with each jump providing stronger enemy types and more of them to deal with. Usually this includes more of the armored enemies that usually require focused teamwork to take down. During the higher difficulties it will be more likely that a player is put into a downed state and thus will need a ""reboot"". During the initial downed phase a player may move around, albeit very slowly, and attempt to get close to an active player to be ""rebooted"". If any more damage is sustained the player will drop to their knees and a longer reboot will be needed.Two main types of mission objectives are employed in co-op. One will require you to perform combat sweeps of a given area / facility and eliminate any hostiles found within. The second will task you with retrieving items of value / interest and delivering them safely to a waiting dropship.After a mission is beaten on a specific difficulty the player will earn application research tokens which allow for the improvement of the abilities that can be equipped before entering a mission. Each application can be improved 4 times from the base effect. The player can choose which upgrade will receive priority if mulitple research projects are unlocked and a single project can be queued to earn experience after the main designation is complete. If the designated and queued research finish during a mission then any further unlocked projects will receive research in a sequential fashion until a priority is chosen by the player.The armored enemies carry powerful weapons and are immune to most forms of damage until their armor is breached or bypassed by the player agents. Once a breach occurs a layer of the armor is weakened and the players have a set amount of time to destroy it and damage the health of the enemy. The strongest type of enemy has 3 layers to breach and on the third breach they are disabled allowing the players to remove their chips.Agent Fall getting his chip rip onRemoving a chip from a downed elite soldier will unlock blueprint tokens that will allow players to unlock upgrade paths for weapons and start to designate earned experience towards unlocking the upgrades. Experience continues to accrue towards ranks but now also goes towards unlocking scopes, silencers and other upgrades for each weapon in the game. This research can be designated and queued in an identical fashion to application research.The player can edit and save 3 distinct loadouts consisting of a main weapon, sidearm and one (or two) applications. The weapons available are of a limited selection and many must be found within missions. Any upgrades applied to these retrieved weapons will apply upon picking them up during the mission. The dropped weapons can include a Thermite gun ( flamethrower ), Rocket launcher, Minigun and more. The more powerful weapons can not be refilled at the ammo crates that dot the mission layout.The applications that can be taken into the co-op mode are generally unique to the co-op apart from Backfire, which appears in the main campaign. There are 12 applications in total:Backfire: Hacks enemy weapons and makes their ammo explode, forcing them to the ground and making them more vulnerable to damage for a time.Focus Target: Highlights a target and increases damage done on the hacked target by a given amount.Battery: Recharges fellow agents applications a given amount but can not be used to refill another application of Battery.Focus Breach: Decreases breach time for all fellow agents.E-Drain: Damages enemies and converts that damage into health for the player.C2C Pulse: Healing waves pulse from the player, healing anyone near to them by a given amount.Reboot: Allows a player to revive themselves from a downed state.Damage Link: Increases weapon damage of all players for a time.Shielding: Provides a temporary shield to all players that absorbs a set amount of damage.EMP: Releases an EMP charge around the player that can stun enemies and disable turrets and UAVs.Squad Heal: Heals all players by a set amount.Virus: Infects enemies with a damage over time effect that can even penetrate armored enemies without breaching first.Before entering any mission a player may form or join a player created Syndicate. This is the clan system of the game and brings bonuses to the player in the form of increased experience from healing and rebooting fellow Syndicate members during missions.The game ships with 9 maps, that are billed as ""reimaginings"" of some the original Syndicate's mission: Western Europe, Mozambique, Atlantic Accelerator, Colorado, China, Scandinavia, Northern Territories, Argentina and New England. </div>  <div> Development : EA's Jeff Gamon has stated that,""Fans of the franchise will recognize many weapons and environments in the game, but in a whole new way. The game also provides a separate and deep 4-player co-op mode featuring missions from the original cult classic, which adds another layer of depth to the overall experience."" </div>  <div> PC System Requirements : HardwareMinimumRecommendedProcessorIntel Core 2 Duo (E4600) at 2.4 Ghz or equivalent (Athlon 64 X2) processorCore 2 Quad Q6400 2.13GHz or Athlon II X3 440Video CardATI Radeon HD 4650 or NVIDIA GeForce 8800 GT (min. 512mb RAM) or betterGeForce GT 545 DDR5 or Radeon HD 4850OSWindows XP with SP2, Windows Vista, Windows 7Windows XP, Windows Vista or Windows 7HDD10.5 GB12 GBMemory2 GB Windows 7 & Windows XP (3 GB with Windows Vista)4 GB </div>  <div> External links : Official websiteSyndicate Wiki </div> "
Syvalion,Taito,Toshiba EMI (JP)JVC Musical Industries (NA/EU),Cancelled,snes,"An arcade shoot 'em up from Taito featuring a golden dragon with a multi-segmented body. Released for the Arcade, Sharp X68000, and SNES.",3030-39373,39373,0,,https://www.giantbomb.com/syvalion/3030-39373/,," <div> Overview : Syvalion is a Taito shoot 'em up that bucks trends by removing the forced scrolling and allowing the player to move in any direction at any pace they wish. The protagonist is a golden metallic dragon with several trailing segments that can breathe fire in eight directions to destroy enemies - the trailing segments make it vulnerable, so the player needs to keep moving to stay out of harm.The game was originally released in Arcades in 1988. It was later ported to the Sharp X68000 in 1990 and the SNES in Japan and Europe in 1992/93 - an American SNES version was planned but cancelled. In 2006, Syvalion was eventually re-released for the PlayStation 2 as a part of Taito Legends 2, which made it available to US audiences for the first time.Darius Burst, from Taito's acclaimed Darius series, features a boss will multiple forms. One of the forms greatly resembles the metal dragon of this game. </div> "
Terminator 2: Judgment Day,Probe Entertainment,LJN,February 1994,snes,"An on-rails light-gun shooter produced for the Arcade by Midway, based on the 1991 film of the same name. The home versions were titled ""T2: The Arcade Game"" to distance themselves from the LJN/Ocean side-scroller action game.",3030-5207,5207,0,1991-10-31,https://www.giantbomb.com/terminator-2-judgment-day/3030-5207/,," <div> Overview : Terminator 2: Judgment Day was released in 1991 as an Arcade game and later ported to many home consoles, the game had the player(s) shoot their way through Skynet's arsenal of robot armies and advanced weaponry as an on-rails first-person shooter. The Arcade cabinet included a firearm controller, though home versions did not have their own separate light-gun controllers (however, the SNES Super Scope/Mouse and the Sega Genesis Menacer are compatible with their respective versions).The home versions were released as T2: The Arcade Game (sometimes Terminator 2: The Arcade Game). This version was released on the Amiga, SNES, Game Boy, Sega Mega Drive/Genesis, Sega Master System, and Sega Game Gear, each with varying levels of graphical fidelity to the original Arcade game but all playing more or less the same.Neither the Arcade game nor its home ports are to be confused with the side-scroller action game Terminator 2: Judgment Day, which had different developer teams and gameplay. </div> "
Taz-Mania,Visual Concepts,Sunsoft,May 1993,snes,"Taz-Mania is a side scrolling platformer based on the Warner Bros cartoon character for the Mega Drive/Genesis released in 1992, where the main form of attack is to spin like a whirlwind.",3030-4894,4894,0,,https://www.giantbomb.com/taz-mania/3030-4894/,ESRB: K-A," <div> Overview : Taz-Mania is a 2D platformer based on the TV animation of the same name. Taz is tasked with crossing various 2D platformer stages, using his cyclone spin and voracious appetite to his advantage. The game was released on all three Sega platforms of the era: The Sega Master System, Sega Genesis and Sega Game Gear.It is not to be confused with the Super Nintendo Taz-Mania, which is a combative racing game with a different developer that was released the following year. </div>  <div> Plot : Taz's father telling the giant seabird tale.After being told by his father the tale of a lost valley, where there were giant seabirds that could laid eggs big enough that could feed Tazmanian devils for a year. Taz decides to go on a quest to find one of the giant eggs himself, on the prospect of potentially making the biggest omelet in the world! </div>  <div> Gameplay : Taz-Mania is 2D side scrolling platformer/adventure game, where players control the famous Tasmanian Devil across several different stages, including factories, an ice level, a mine and many more.Those chili peppers sure are hot!Taz can use his famous Spin to attack enemies and knock them out of the screen, travel faster and jump farther , he is also able to perform several actions as carrying objects to reach ledges, and even a fire breath attack. Taz can also eat many of the items found through the stages, some like chili peppers will give beneficial abilities like the aforementioned fire breath, while others like bombs will give the old Tasmanian Devil less pleasant effects.The Sega Mega Drive/Genesis version was also one of the first to feature a tagged soundtrack, meaning that the music in the game would react to players actions, something that was considered innovative at the time. </div> "
Tecmo Super Baseball,Tecmo,Tecmo,September 1994,snes,A MLBPA licensed baseball game released in 1994 for the SNES and SEGA Genesis.,3030-22849,22849,0,,https://www.giantbomb.com/tecmo-super-baseball/3030-22849/,," <div> Overview : Tecmo Super Baseball is a 1994 Super Nintendo and Genesis baseball game and part of Tecmo's ""Super"" series of sports games. The game is licensed by the MLBPA but not the MLB, so it contains the names and likenesses of all the athletes active in the MLB at the time but not the team names. Instead, the game uses generic city names for its teams, as well as featuring two All-Star teams.The batting/pitching uses the genre's standard camera angle of having the pitcher at the top of the screen with the batter at the bottom, but the game uses an unusual perspective for its fielding, which follows the ball rather than switching to an overhead view. The player automatically switches to the closest fielder in the ball's trajectory, allowing the player to quickly reach it and return it. The camera will continue to follow the ball as it is thrown around. </div> "
Tecmo Super Bowl,Tecmo,Tecmo,November 1993,snes,A PS1 installment in the Tecmo Bowl series.,3030-50868,50868,0,,https://www.giantbomb.com/tecmo-super-bowl/3030-50868/,,
Tecmo Super Bowl II: Special Edition,Tecmo,Tecmo,January 1995,snes,A football game in Tecmo's Tecmo Bowl series released on both SNES and Genesis in 1994. It has additional features over the original Super Tecmo Bowl as well as updated rosters for the new season.,3030-15179,15179,0,1994-12-20,https://www.giantbomb.com/tecmo-super-bowl-ii-special-edition/3030-15179/,," <div> Overview : Tecmo Super Bowl II: Special Edition is a sequel to or enhanced version of the updated 16-bit 1993 Tecmo Super Bowl for Genesis and Super Nintendo. It once again features the series' distinctive horizontal and zoomed-out perspective of the football field and its detailed animated cutaways for touchdowns, safeties and interceptions. The game retains the NFLPA and NFL licenses and so the team names and players of the 1992-94 seasons are present.The game would see one more sequel with 1995's Tecmo Super Bowl III: Final Edition which also saw simultaneous Genesis and Super Nintendo releases. </div> "
Tecmo Super Bowl III: Final Edition,Tecmo,Tecmo,October 1995,snes,"The final Tecmo football game to be released on the Super Nintendo Entertainment System. Features the NFL license and updated gameplay, such as create-a-player and increased playbook options.",3030-17931,17931,0,,https://www.giantbomb.com/tecmo-super-bowl-iii-final-edition/3030-17931/,," <div> Overview : Tecmo Super Bowl III: Final Edition is an enhanced sequel in the Tecmo Bowl series and presently the last. It was released for the SNES and Sega Genesis in late 1995 in time for the 1996 NFL football season.All 30 NFL teams and their rosters are included in the game, and a new free agency system allows the player to put together their own personal league. The game's updated graphics and player photos were well-received by critics. Complete stats, audibles, and tournament-style play add to the game's realism, while the addition of Passing and Superstar modes helped invigorate the aging Tecmo Super Bowl series. The player calls all of the plays, changing defensive formations and offensive line-ups to match the opponents' moves.The game also features player injuries. Occasionally, a player will be injured, and will have to sit out a game or two. While the game does not have any method of classifying the injuries, or how long they will affect the player, it was still a step towards the more realistic football simulations of the present day. </div> "
Tecmo Super NBA Basketball,Tecmo,Tecmo,March 1993,snes,Play as any of the NBA teams in this basketball game for the Super Nintendo and Genesis/Mega Drive. The sequel to Tecmo NBA Basketball.,3030-15820,15820,0,1992-12-25,https://www.giantbomb.com/tecmo-super-nba-basketball/3030-15820/,," <div> Overview : Tecmo Super NBA Basketball is a 5-on-5 basketball game, published by Tecmo and developed by Acclaim for the SNES and Sega Genesis. The game includes a season mode, with three season lengths (Short, Reduced, and Regular), as well as the option to play a pre-season game and an all-star game. The game includes a battery, allowing the player to save their game. </div>  <div> Rosters : The following are the teams in the game and their rosters. </div> "
Teenage Mutant Ninja Turtles,Konami,Konami,"August 15, 1992",snes,Stern Pinball has three editions of an all-new pinball game based on the 1987 animated series incarnations of the TMNT.,3030-78614,78614,0,,https://www.giantbomb.com/teenage-mutant-ninja-turtles/3030-78614/,, <div> Overview : Teenage Mutant Ninja Turtles is a pinball machine developed and manufactured by Stern Pinball in 2020. </div>  <div> Editions : The machine was released with three different versions available. </div> 
Teenage Mutant Ninja Turtles,Konami,Konami,December 1993,snes,Stern Pinball has three editions of an all-new pinball game based on the 1987 animated series incarnations of the TMNT.,3030-78614,78614,0,,https://www.giantbomb.com/teenage-mutant-ninja-turtles/3030-78614/,, <div> Overview : Teenage Mutant Ninja Turtles is a pinball machine developed and manufactured by Stern Pinball in 2020. </div>  <div> Editions : The machine was released with three different versions available. </div> 
The Terminator,Mindscape,Mindscape,April 1993,snes,"A top down iPhone and PSP game by Big Head Games, celebrating the 25th anniversary of the original release of The Terminator.",3030-27315,27315,0,2009-05-15,https://www.giantbomb.com/the-terminator/3030-27315/,ESRB: E10+,
Terminator 2: Judgment Day,Bits Studios,LJN,November 1993,snes,"The first of two home system games based on the 1991 movie of the same name. Unlike the Arcade on-rails shooter and its ports, this LJN/Ocean home version is a side-scrolling action game.",3030-47366,47366,0,,https://www.giantbomb.com/terminator-2-judgment-day/3030-47366/,," <div> Overview : Terminator 2: Judgment Day is a side-scrolling action shooter game for various home consoles and systems, published by LJN and Ocean in various regions. The game loosely follows the events of the movie of the same name, with the player assuming the role of the reprogrammed T-800 unit (played by Arnold Schwarzenegger in the movie) as he protects both John and Sarah Connor from the shape-shifting mimetic poly-alloy android the T-1000.This version should not be confused with the on-rails Arcade game of the same name, or its many home ports which were all named T2: The Arcade Game. Though both versions share some developers/publishers and are based on the same source material, they play very differently. </div> "
Tetris Beat,Tose,Nintendo,December 1994,snes,"A mashup of Tetris and the rhythm genre, where players must rotate and drop Tetriminos to the beat of dozens of original songs.",3030-87665,87665,0,2021-08-20,https://www.giantbomb.com/tetris-beat/3030-87665/,,
Tetris Beat,Bullet-Proof Software,Nintendo,August 1994,snes,"A mashup of Tetris and the rhythm genre, where players must rotate and drop Tetriminos to the beat of dozens of original songs.",3030-87665,87665,0,2021-08-20,https://www.giantbomb.com/tetris-beat/3030-87665/,,
Tetris Attack,Intelligent Systems,Nintendo,"August 4, 1996",snes,"One of the progenitors of the ""swap and match"" tile-based action-puzzle games, featuring either a Yoshi theme (for its international ""Tetris Attack"" release) or a cutesy fairy theme (for its Japanese ""Panel de Pon"" release).",3030-13130,13130,0,1995-10-27,https://www.giantbomb.com/tetris-attack/3030-13130/,ESRB: K-A," <div> Overview : The original Japanese version of the game, known as ""Panel de Pon"", features an original cutesy world inhabited by fairies.Tetris Attack (known in Japan as Panel de Pon) is a 2D tile-matching puzzle game developed by Intelligent Systems (in conjunction with Nintendo's R&D1 team) and published by Nintendo for the Super Nintendo Entertainment System in Japan (on October 27, 1995), North America (on August 1996) and Europe (on November 28, 1996).Although its international name shares the same name as the Tetris series, this game bares no resemblance to other Tetris games and instead uses a new original gameplay style of manipulating an evolving playfield using a horizontal two-tile cursor.Unlike most tile-matching games of the era (where players must manipulate the placement of new groups of tiles), Tetris Attack has players swapping tiles already on the playfield (allowing them to form their own chains of tile matches, similar to the Columns and Puyo Puyo series).Both Japanese and international versions of the game differ in theme, with the international version using characters from Super Mario World 2: Yoshi's Island (in similar fashion to Kirby's Avalanche) and a new original soundtrack. The Japanese version takes place in the fantasy world of Popples, where the fairy protagonist Lip must defeat her fairy friends to stop them from fighting (due to a spell by the devil king Sanatos).The game received a handheld port for the Game Boy, with all versions using the Yoshi theme. While it was released at the same time as the console version in North America and Europe, it was released on October 26, 1996 in Japan (as Yoshi no Panepon). The original game also received two limited releases on the Japan-exclusive Satellaview service: BS Yoshi no Panepon (which was released in November 1996 and uses the Yoshi theme) and Panel de Pon Event '98 (which was released in December 1997 and uses the original theme).The game later received multiple sequels under the ""Puzzle League"" name, none of which use the Yoshi theme. A sequel to the original Super Famicom release, Panel de Pon 64, was nearly finished before being cancelled and reworked into Pokémon Puzzle League; this canceled version was ultimately finished and released as part of the Japan-exclusive GameCube compilation Nintendo Puzzle Collection.The Panel de Pon version of the game was later digitally re-released in Japan as a Virtual Console title for the Wii (on November 27, 2007), Wii U (on May 25, 2013), and Nintendo 3DS (on August 9, 2016). It was later included in the Super Nintendo Entertainment System - Nintendo Switch Online collection worldwide for the Nintendo Switch on May 20, 2020, making this version's first debut outside of Japan. </div>  <div> Gameplay : The core gameplay consists of a well partially filled with either 5 or 6 distinct types of tiles, depending on the difficulty level. Adjacent tiles may be swapped horizontally with the cursor, and matching three or more tiles vertically or horizontally will result in the tiles clearing after a short delay animation, during which they become immovable. Additional points may be earned with either ""combos,"" which involve clearing more than 3 tiles simultaneously, or ""chains,"" which require that the tiles above a clearing set fall into another clear. During play, the stack of tiles will slowly rise to the top of the screen, though clearing tiles will pause this advance. After a grace period after the stack reaches the top of the well, the game will end. </div>  <div> Game Modes : There are 5 major game modes in Tetris Attack. In most modes, a difficulty level may be selected, and in some modes an initial speed may be selected; this may be confusing to new players, but while the difficulty level affects the rate at which death occurs, the number of tile types in play, and the rate at which tiles fall upon finding themselves in mid-air, the initial speed merely controls the speed at which the stack rises. </div>  <div> Characters & Stages : This mode allows the player to select a difficulty level and speed, and allows nearly limitless play. The name of the mode is misleading, however, as gameplay will necessarily end: either the player will die, or reach 99,999 points, upon which the game will end. Should the player reach this maximum point score, credits will be rolled. </div>  <div> Scoring : This mode provides a 2 minute length of time in which to earn as many points as possible. The difficulty and speed may be set prior to the game. This mode may be played with either 1 or 2 players. </div>  <div> Advanced Gameplay Mechanics : The Stage Clear mode requires that players clear the stack down to a particular ""clear line"" to pass each stage, of which there are several per character in the game. In addition, there are certain ""boss battles,"" in which the player must earn points as quickly as possible to reduce the boss's HP level to zero. </div>  <div> Story and Multiple Endings : This mode involves a collection of designed puzzles, of which there are ten per character in the game, as well as many ""special"" levels, totaling 120 levels. Each involves a set of tiles that must be cleared completely within the predetermined number of tile swaps. </div> "
Theme Park,Bullfrog Productions,Electronic Arts,Cancelled,snes,A management simulation game from Bullfrog in which the goal is to take control of an amusement park and try to make it as successful as possible.,3030-6562,6562,0,1994-01-01,https://www.giantbomb.com/theme-park/3030-6562/,ESRB: E," <div> Overview : Theme Park is a simulation management game in which the player attempts to build a famous and financially successful theme park. In order to do so, they have to purchase new rides, restaurants and other amenities as well as hiring park staff and keeping abreast of concerns like litter, bored people waiting in lines and squeezing the maximum amount of profit from their parks.Theme Park made its debut on the PC (via MS-DOS) and Amiga home computers. It would eventually be ported to Sega Genesis, Super Nintendo, Atari Jaguar and CD-based systems like the Amiga CD32, PlayStation, Sega Saturn and 3DO. The MS-DOS CD version featured Full Motion Videos of some of the rides.The game was also remade for the Nintendo DS in 2009 by EA Japan and on iOS around the same time. The PlayStation version was later rereleased on the PlayStation Network. Theme Park was followed by two sequels: Sim Theme Park/Theme Park World and Theme Park Inc/SimCoaster. </div>  <div> Gameplay : World map screen showing different plots of land available for purchase.Like most management games, Theme Park starts the player off with a plot of land that they have to develop. The player can build many things found commonly at an amusement park, such as roller coasters and Ferris wheels, all of which can attract more customers. Players are able to set prices, hire new staff and generally maintain the plot. The aim of the game is to make the theme park as valuable as possible so that it can be sold and a new plot can be bought somewhere else in the world. The player then starts to make a new theme park and the process is repeated. </div> "
Thomas the Tank Engine,Software Creations,THQ,"September 30, 1993",snes,Inagural game based on the popular English children's telly program.,3030-42563,42563,0,,https://www.giantbomb.com/thomas-the-tank-engine/3030-42563/,,
Thunder Spirits,Technosoft,Seika Corporation,June 1992,snes,The SNES version of the classic Genesis shoot 'em up Thunder Force III.,3030-9798,9798,0,1991-12-27,https://www.giantbomb.com/thunder-spirits/3030-9798/,," <div> Overview : Thunder Spirits is a 1991 SNES port of the arcade title Thunder Force AC, which itself was a modified port of the highly-praised Sega Genesis title Thunder Force III developed by Technosoft. The port was published by Seika Corporation.When compared with the Genesis title, gameplay-wise they were nearly identical, with the only real differences being the Heads Up Display being moved from the top to the bottom of the screen, minor alterations to some of the levels, and the removal of the ability to choose the order in which the player completed the levels. However, it suffered from the notorious ""slowdown"" that plagued many early Super Nintendo titles when too much activity on the screen at once would overtax the system. A loss in music and sound effects quality was present as well. </div> "
The Tick,Software Creations,Fox Interactive,December 1994,snes,"A side-scrolling brawler based on the animated series of the same name. Developed by Software Creations and published by Fox Interactive, the game was released for the Genesis and Super Nintendo in 1994.",3030-17393,17393,0,,https://www.giantbomb.com/the-tick/3030-17393/,," <div> Overplay : The Tick is a comic book themed brawler game based on the parody animated TV show of the same name. The Tick must fight through a number of his most famous villains as he attempts to clean up the mean streets of his native The City. The gameplay follows the classic brawler format, beating up several criminals in each area before being allowed to progress to the next.The game was released in late 1994 for the Genesis and Super Nintendo. The publisher for both versions was Fox Interactive: Fox is also the license holder of The Tick cartoon. </div>  <div> Gameplay : The Tick plays like a typical brawler game. The player has a punch and kick button that can be used to defeat enemies. In addition, the player can collect a  power-up where a partner will come to offer aid by covering  The Tick's back. The player can also use a special move where The Tick calls for assistance from his flying friend Arthur, and Arthur will come sweeping down clearing the screen of enemies. </div> "
Time Slip,Sales Curve Interactive,Vic Tokai,November 1993,snes,Take on the role of Dr. Vincent Gilgamesh as he uses space and time to prevent the Tiamatians from taking over Earth.,3030-21340,21340,0,,https://www.giantbomb.com/time-slip/3030-21340/,," <div> Overview : Time Slip is a 1993 Super Nintendo Entertainment System game developed by Sales Curve and published by Vic Tokai. The game is very similar to the Contra franchise (more specifically, Contra III: The Alien Wars), but was criticized for being of exceptionally lower quality. The game was criticized for its poor artificial intelligence, sloppy control, no continues, and general lack of challenge. Reviewers agreed that the game's music was its best aspect. Time Slip holds a 36% average on Game Rankings. </div>  <div> Plot : Dr. Vincent Gilgamesh gets in the time machine.Time Slip stars Dr. Vincent Gilgamesh, a scientist from the year 2045 who discovers an alien plot to take over Earth. To prevent an invasion of an alien race called the Tiamatians, Dr. Gilgamesh travels to various eras of time to defeat the aliens (as they have found a way to exploit rifts in time).The background of the Tiamatians is simple; they are from the planet Tiamat. The aliens want to find a planet similar to Tiamat, so they send a probe through the rift called the Torquemada II. Through use of that probe, they find Earth, and intend to turn it into Tiamat II. By then, scientists on Earth have discovered the rift as well, and have been studying it for years.If the player gets a game over during gameplay, Dr. Gilgamesh fails to prevent the aliens from conquering Earth, and it is hinted that his birth is even prevented. </div>  <div> Gameplay : Time Slip was criticized for being far too easy.The game is very similar to Contra III: The Alien Wars. Even movements mirror those of Contra III. Time Slip does have its numerous differences, however. One such differences is the TGS bar (essentially a power bar, that must constantly be refilled). This TGS bar is what keeps Dr. Gilgamesh alive, and if it runs out he dies. To refill the bar, players must be picking up crystals scattered throughout the levels.Every level is filled with various enemies, a mid-level boss, and a level boss. The game was notoriously easy, even with its later bosses. Scattered throughout the levels are traps based on the time period Dr. Gilgamesh is in. Similarly to Contra III, the player can upgrade weapons as gameplay progresses. By picking up power-ups (found in boxes that must be ""shot"" open), the player can improve the weapon (although these upgrades are lost after death). Time Slip even contains some vehicles for the player to use, although they do not dramatically alter gameplay.Time Slip, unlike Contra III, has no continues, and rather starts the player out with nine lives. In addition, there is no code to expand the player's lives (Contra III contains the famous Konami Code). Time Slip has no way to save the game either, and no password system, so if the player dies, they have to start completely over. </div> "
