Title,Developer,Publisher,Release date NA,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Stormlord,Punk Development,RazorsoftNAMicro WorldJP,June 1991,genesis,The Stormlord is tasked with emancipating all the captured fairies of a dying world in this controversial side-scrolling action-adventure game. ,3030-1044,1044,0,,https://www.giantbomb.com/stormlord/3030-1044/,," <div> Overview : Stormlord is an action-adventure game released in 1989 on a number of home computer platforms, including the Commodore 64, PC, Amiga, ZX Spectrum, and Atari ST. Its story involves rescuing a number of fairies trapped across a hostile world of traps and monsters that only the Stormlord can brave with his command of lightning and magic.It was eventually ported to the Sega Genesis around 1991, but because the game included imagery of topless women (the fairy statues) Sega forced the publishers Razorsoft to cease cart production until the statues were covered up. This lead to several months of litigation between the two companies until Razorsoft relented, relinquished the cart manufacturing to Sega (they had previously built their own), and Sega released the game around the summer of 1991 with the censored statues. </div>  <div> Gameplay : In Stormlord, the goal is to save a number of trapped fairies across each stage and then leave via the exit. The captured fairies were often placed where the player had to solve a puzzle of some kind to reach them: this could mean finding a key to a locked door, or hitching a ride with Mael Avin the great eagle to reach closed-off areas of the level.The Stormlord has a weak projectile attack that can be charged up by holding the attack button down a moment before releasing, though some smaller enemies are easier to avoid by jumping over them. </div>  <div> Unwinnable State : There is an unwinnable state in Level 1. The area with the final fairy collectable does not have a return teleporter to call Mael Avin, the great eagle. Collecting this fairy without collecting all other fairies creates an unwinnable state as collecting all fairies is the only method to end the level. The player must reset the game, wait for the timer to run out, or allow an enemy to kill the player character (as seen in Ranking of Evil 03). </div> "
Street Fighter IV Champion Edition,Capcom,Capcom,"September 27, 1993",genesis,iOS mobile fighting game released by Capcom. Resembles the Street Fighter IV console version using 2D sprites instead of 3D models and different command inputs for each character and their respective moves and specials making this game more accessible for the casual user.,3030-63013,63013,0,2017-07-12,https://www.giantbomb.com/street-fighter-iv-champion-edition/3030-63013/,,
Street Smart,Treco,Treco,August 1991,genesis,A mix between a beat 'em up and a fighting game from SNK.,3030-14670,14670,0,,https://www.giantbomb.com/street-smart/3030-14670/,," <div> Overview : Street Smart is a brawler/fighter hybrid released originally for the arcade by SNK and later ported to the Sega Genesis by Treco.In this game the player travel across the U.S.A. participating in a street fighting tournament. The player chooses to fight one on one or two on two (depending on the number of players) using a simple punch, kick, jump battle system with a beat 'em up like z-plane movement.The theme of the first stage was reused as the two-player battle theme for SNK's Fatal Fury for the Neo Geo. Some fans believe that the karate guy looks like Takuma Sakazaki from SNK's Art of Fighting and The King of Fighters series but that theory has never been confirmed by SNK. </div> "
Streets of Rage 4,Sega AM7,Sega,"September 18, 1991",genesis,From the studios behind the indie games Streets of Fury and Wonder Boy: The Dragon's Trap comes an official fourth installment of Sega's Streets of Rage beat-'em-up series.,3030-70072,70072,0,2020-04-30,https://www.giantbomb.com/streets-of-rage-4/3030-70072/,ESRB: T," <div> Overview : Streets of Rage 4 (known in Japan as Bare Knuckle IV) is a 2D belt-scrolling brawler developed by DotEmu, Lizardcube, and Guard Crush Games (with porting  help by Blitworks and Seaven Studio) and published digitally by DotEmu (Yooreka Studio in China) for the Xbox One, PlayStation 4, Nintendo Switch, and PC on April 30, 2020.The fourth installment of Sega's Streets of Rage series (and released 16 years after Streets of Rage 3), Streets of Rage 4 features a new game engine (based on Guard Crush Games' previous indie game Streets of Fury) and high-definition hand-drawn graphics (similar to Lizardcube's previous game Wonder Boy: The Dragon's Trap). While most of the game plays similarly to the original trilogy, it includes new gameplay mechanics (such as an updated combo system, situational health regeneration after performing special attacks, and a new Stage-based scoring system). In addition to two-player online multiplayer, the game introduces four-player local multiplayer to the series.Set 10 years after the fall of criminal mastermind Mr. X's syndicate, the story involves a new crime syndicate mysteriously corrupting Wood Oak City, led by Mr. X's own children (the ""Y Twins"", Mr. Y and Ms. Y). Joining former cops Axel Stone and Blaze Fielding in their investigation are guitarist Cherry Hunter (the daughter of their old friend Adam) and mason Flyoid Iraia (a cyborg apprentice of the scientist Dr. Zan).The game later received a DLC expansion, known as Mr. X Nightmare, on July 15, 2021. This expansion adds new Survival and Training modes set in a holographic simulation from Dr. Zan, adding a variety of new enemies and weapons. It also adds three new playable characters, one unlockable retro character, a new ultra-hard ""New Mania+"" difficulty, and the addition of both alternate abilities and alternate color palettes for all characters.The XONE, PS4, and Switch versions of the game received a physical release by Merge Games on July 30, 2020, with the PS4 and Switch versions also received a limited physical release by Limited Run. It also received a port for Google Stadia on July 15, 2021, and will receive mobile ports (by Playdigious) for iOS and Android devices on May 22, 2022. </div>  <div> Playable Characters : Similar to Streets of Rage 3, only four characters are playable from the start, with additional ones being unlockable. All character appearances from Streets of Rage and Streets of Rage 2, as well as most appearances from Streets of Rage 3, are unlockable for use, each with their original pixel art graphics and original audio.Axel Stone is a martial artist who retired from the police force and began living an isolated life in the wilderness after the fall of Mr. X, only to be brought back to fight the new syndicate after a call from Blaze. His retro appearances (from all three original games) are unlockable.Blaze Fielding is a dance instructor who was dishonorably discharged from the police force sometime after the fall of Mr. X (for refusing to take anger management classes). Her habit of getting into street brawls gave her insight of a new crime syndicate. Her retro appearances (from all three original games) are unlockable.Cherry Hunter, daughter of decorated police officer Adam Hunter, is a guitarist who plays electro progressive rock in some of the most dangerous parts of the city. When Blaze called Adam for help against the new syndicate, Cherry went in his stead. She serves as the ""agile"" character of the original four, sacrificing her damage output for quick strikes and fast movement, and is the only one of the four who is able to run.Floyd Iraia is a mason who lost both of his arms in a horrible work accident, only to build new cybernetic ones with the help of brilliant scientist Dr. Gilbert Zan. When Blaze called Dr. Zan for help against the new syndicate, Floyd went in his stead. He serves as the ""grappler"" character of the original four, sacrificing his movement speed for powerful strikes and grapples.Adam Hunter is a police officer who became an agent with the Special Investigation Forces after the fall of Mr. X. Tasked with infiltrating crime organizations in the shadows, he waits for the right time to strike. He is unlocked after completing Stage 4, and his original SOR1 appearance is also unlockable.Estel Aguirre is a high-ranking police officer dutifully serving a police force corrupted by the new syndicate. She serves as a minor antagonist throughout the game's story. She is unlocked after purchasing the Mr. X Nightmare DLC.Max Thunder is a former professional wrestler and a good friend of Axel. His whereabouts are unknown prior to the rise of the new syndicate. He is unlocked after purchasing the Mr. X Nightmare DLC, although his original SOR2 appearance is unlockable in the base game.Shiva is the former right-hand man of Mr. X and is presumed to be part of the new syndicate. Mastering the art of Kenpo, he excels in both speed and power with his martial arts, but refuses to equip any weapons. He is unlocked after purchasing the Mr. X Nightmare DLC, although his SOR3 appearance is unlockable in the base game.Skate Hunter and Dr. Gilbert Zan are unlockable in their retro appearances (SOR2 for Skate, SOR3 for Dr. Zan). Roo, in his original SOR3 appearance, is also unlockable with a cheat code in the Mr. X Nightmare DLC. </div>  <div> System Requirements : PC MinimumPC RecommendedOperating System: Windows 7Processor: Intel Core 2 Duo E8400 | AMD Phenom II X4 965Memory: 4 GB RAMGraphics: NVIDIA GeForce GTS 250 | AMD Radeon HD 6670Storage: 8 GB available spaceOperating System: Windows 7+Processor: Intel i5+Memory: 8 GB RAMGraphics: NVIDIA GTX 960 / Radeon HD 5750 or betterStorage: 10 GB available space </div>  <div> External Links : Streets of Rage 4 Official Site </div> "
Streets of Rage 4,Sega AM7Ancient,Sega,"December 20, 1992[17]",genesis,From the studios behind the indie games Streets of Fury and Wonder Boy: The Dragon's Trap comes an official fourth installment of Sega's Streets of Rage beat-'em-up series.,3030-70072,70072,0,2020-04-30,https://www.giantbomb.com/streets-of-rage-4/3030-70072/,ESRB: T," <div> Overview : Streets of Rage 4 (known in Japan as Bare Knuckle IV) is a 2D belt-scrolling brawler developed by DotEmu, Lizardcube, and Guard Crush Games (with porting  help by Blitworks and Seaven Studio) and published digitally by DotEmu (Yooreka Studio in China) for the Xbox One, PlayStation 4, Nintendo Switch, and PC on April 30, 2020.The fourth installment of Sega's Streets of Rage series (and released 16 years after Streets of Rage 3), Streets of Rage 4 features a new game engine (based on Guard Crush Games' previous indie game Streets of Fury) and high-definition hand-drawn graphics (similar to Lizardcube's previous game Wonder Boy: The Dragon's Trap). While most of the game plays similarly to the original trilogy, it includes new gameplay mechanics (such as an updated combo system, situational health regeneration after performing special attacks, and a new Stage-based scoring system). In addition to two-player online multiplayer, the game introduces four-player local multiplayer to the series.Set 10 years after the fall of criminal mastermind Mr. X's syndicate, the story involves a new crime syndicate mysteriously corrupting Wood Oak City, led by Mr. X's own children (the ""Y Twins"", Mr. Y and Ms. Y). Joining former cops Axel Stone and Blaze Fielding in their investigation are guitarist Cherry Hunter (the daughter of their old friend Adam) and mason Flyoid Iraia (a cyborg apprentice of the scientist Dr. Zan).The game later received a DLC expansion, known as Mr. X Nightmare, on July 15, 2021. This expansion adds new Survival and Training modes set in a holographic simulation from Dr. Zan, adding a variety of new enemies and weapons. It also adds three new playable characters, one unlockable retro character, a new ultra-hard ""New Mania+"" difficulty, and the addition of both alternate abilities and alternate color palettes for all characters.The XONE, PS4, and Switch versions of the game received a physical release by Merge Games on July 30, 2020, with the PS4 and Switch versions also received a limited physical release by Limited Run. It also received a port for Google Stadia on July 15, 2021, and will receive mobile ports (by Playdigious) for iOS and Android devices on May 22, 2022. </div>  <div> Playable Characters : Similar to Streets of Rage 3, only four characters are playable from the start, with additional ones being unlockable. All character appearances from Streets of Rage and Streets of Rage 2, as well as most appearances from Streets of Rage 3, are unlockable for use, each with their original pixel art graphics and original audio.Axel Stone is a martial artist who retired from the police force and began living an isolated life in the wilderness after the fall of Mr. X, only to be brought back to fight the new syndicate after a call from Blaze. His retro appearances (from all three original games) are unlockable.Blaze Fielding is a dance instructor who was dishonorably discharged from the police force sometime after the fall of Mr. X (for refusing to take anger management classes). Her habit of getting into street brawls gave her insight of a new crime syndicate. Her retro appearances (from all three original games) are unlockable.Cherry Hunter, daughter of decorated police officer Adam Hunter, is a guitarist who plays electro progressive rock in some of the most dangerous parts of the city. When Blaze called Adam for help against the new syndicate, Cherry went in his stead. She serves as the ""agile"" character of the original four, sacrificing her damage output for quick strikes and fast movement, and is the only one of the four who is able to run.Floyd Iraia is a mason who lost both of his arms in a horrible work accident, only to build new cybernetic ones with the help of brilliant scientist Dr. Gilbert Zan. When Blaze called Dr. Zan for help against the new syndicate, Floyd went in his stead. He serves as the ""grappler"" character of the original four, sacrificing his movement speed for powerful strikes and grapples.Adam Hunter is a police officer who became an agent with the Special Investigation Forces after the fall of Mr. X. Tasked with infiltrating crime organizations in the shadows, he waits for the right time to strike. He is unlocked after completing Stage 4, and his original SOR1 appearance is also unlockable.Estel Aguirre is a high-ranking police officer dutifully serving a police force corrupted by the new syndicate. She serves as a minor antagonist throughout the game's story. She is unlocked after purchasing the Mr. X Nightmare DLC.Max Thunder is a former professional wrestler and a good friend of Axel. His whereabouts are unknown prior to the rise of the new syndicate. He is unlocked after purchasing the Mr. X Nightmare DLC, although his original SOR2 appearance is unlockable in the base game.Shiva is the former right-hand man of Mr. X and is presumed to be part of the new syndicate. Mastering the art of Kenpo, he excels in both speed and power with his martial arts, but refuses to equip any weapons. He is unlocked after purchasing the Mr. X Nightmare DLC, although his SOR3 appearance is unlockable in the base game.Skate Hunter and Dr. Gilbert Zan are unlockable in their retro appearances (SOR2 for Skate, SOR3 for Dr. Zan). Roo, in his original SOR3 appearance, is also unlockable with a cheat code in the Mr. X Nightmare DLC. </div>  <div> System Requirements : PC MinimumPC RecommendedOperating System: Windows 7Processor: Intel Core 2 Duo E8400 | AMD Phenom II X4 965Memory: 4 GB RAMGraphics: NVIDIA GeForce GTS 250 | AMD Radeon HD 6670Storage: 8 GB available spaceOperating System: Windows 7+Processor: Intel i5+Memory: 8 GB RAMGraphics: NVIDIA GTX 960 / Radeon HD 5750 or betterStorage: 10 GB available space </div>  <div> External Links : Streets of Rage 4 Official Site </div> "
Streets of Rage 4,Sega AM7,Sega,April 1994,genesis,From the studios behind the indie games Streets of Fury and Wonder Boy: The Dragon's Trap comes an official fourth installment of Sega's Streets of Rage beat-'em-up series.,3030-70072,70072,0,2020-04-30,https://www.giantbomb.com/streets-of-rage-4/3030-70072/,ESRB: T," <div> Overview : Streets of Rage 4 (known in Japan as Bare Knuckle IV) is a 2D belt-scrolling brawler developed by DotEmu, Lizardcube, and Guard Crush Games (with porting  help by Blitworks and Seaven Studio) and published digitally by DotEmu (Yooreka Studio in China) for the Xbox One, PlayStation 4, Nintendo Switch, and PC on April 30, 2020.The fourth installment of Sega's Streets of Rage series (and released 16 years after Streets of Rage 3), Streets of Rage 4 features a new game engine (based on Guard Crush Games' previous indie game Streets of Fury) and high-definition hand-drawn graphics (similar to Lizardcube's previous game Wonder Boy: The Dragon's Trap). While most of the game plays similarly to the original trilogy, it includes new gameplay mechanics (such as an updated combo system, situational health regeneration after performing special attacks, and a new Stage-based scoring system). In addition to two-player online multiplayer, the game introduces four-player local multiplayer to the series.Set 10 years after the fall of criminal mastermind Mr. X's syndicate, the story involves a new crime syndicate mysteriously corrupting Wood Oak City, led by Mr. X's own children (the ""Y Twins"", Mr. Y and Ms. Y). Joining former cops Axel Stone and Blaze Fielding in their investigation are guitarist Cherry Hunter (the daughter of their old friend Adam) and mason Flyoid Iraia (a cyborg apprentice of the scientist Dr. Zan).The game later received a DLC expansion, known as Mr. X Nightmare, on July 15, 2021. This expansion adds new Survival and Training modes set in a holographic simulation from Dr. Zan, adding a variety of new enemies and weapons. It also adds three new playable characters, one unlockable retro character, a new ultra-hard ""New Mania+"" difficulty, and the addition of both alternate abilities and alternate color palettes for all characters.The XONE, PS4, and Switch versions of the game received a physical release by Merge Games on July 30, 2020, with the PS4 and Switch versions also received a limited physical release by Limited Run. It also received a port for Google Stadia on July 15, 2021, and will receive mobile ports (by Playdigious) for iOS and Android devices on May 22, 2022. </div>  <div> Playable Characters : Similar to Streets of Rage 3, only four characters are playable from the start, with additional ones being unlockable. All character appearances from Streets of Rage and Streets of Rage 2, as well as most appearances from Streets of Rage 3, are unlockable for use, each with their original pixel art graphics and original audio.Axel Stone is a martial artist who retired from the police force and began living an isolated life in the wilderness after the fall of Mr. X, only to be brought back to fight the new syndicate after a call from Blaze. His retro appearances (from all three original games) are unlockable.Blaze Fielding is a dance instructor who was dishonorably discharged from the police force sometime after the fall of Mr. X (for refusing to take anger management classes). Her habit of getting into street brawls gave her insight of a new crime syndicate. Her retro appearances (from all three original games) are unlockable.Cherry Hunter, daughter of decorated police officer Adam Hunter, is a guitarist who plays electro progressive rock in some of the most dangerous parts of the city. When Blaze called Adam for help against the new syndicate, Cherry went in his stead. She serves as the ""agile"" character of the original four, sacrificing her damage output for quick strikes and fast movement, and is the only one of the four who is able to run.Floyd Iraia is a mason who lost both of his arms in a horrible work accident, only to build new cybernetic ones with the help of brilliant scientist Dr. Gilbert Zan. When Blaze called Dr. Zan for help against the new syndicate, Floyd went in his stead. He serves as the ""grappler"" character of the original four, sacrificing his movement speed for powerful strikes and grapples.Adam Hunter is a police officer who became an agent with the Special Investigation Forces after the fall of Mr. X. Tasked with infiltrating crime organizations in the shadows, he waits for the right time to strike. He is unlocked after completing Stage 4, and his original SOR1 appearance is also unlockable.Estel Aguirre is a high-ranking police officer dutifully serving a police force corrupted by the new syndicate. She serves as a minor antagonist throughout the game's story. She is unlocked after purchasing the Mr. X Nightmare DLC.Max Thunder is a former professional wrestler and a good friend of Axel. His whereabouts are unknown prior to the rise of the new syndicate. He is unlocked after purchasing the Mr. X Nightmare DLC, although his original SOR2 appearance is unlockable in the base game.Shiva is the former right-hand man of Mr. X and is presumed to be part of the new syndicate. Mastering the art of Kenpo, he excels in both speed and power with his martial arts, but refuses to equip any weapons. He is unlocked after purchasing the Mr. X Nightmare DLC, although his SOR3 appearance is unlockable in the base game.Skate Hunter and Dr. Gilbert Zan are unlockable in their retro appearances (SOR2 for Skate, SOR3 for Dr. Zan). Roo, in his original SOR3 appearance, is also unlockable with a cheat code in the Mr. X Nightmare DLC. </div>  <div> System Requirements : PC MinimumPC RecommendedOperating System: Windows 7Processor: Intel Core 2 Duo E8400 | AMD Phenom II X4 965Memory: 4 GB RAMGraphics: NVIDIA GeForce GTS 250 | AMD Radeon HD 6670Storage: 8 GB available spaceOperating System: Windows 7+Processor: Intel i5+Memory: 8 GB RAMGraphics: NVIDIA GTX 960 / Radeon HD 5750 or betterStorage: 10 GB available space </div>  <div> External Links : Streets of Rage 4 Official Site </div> "
Strider,Sega,Sega,"November 5, 1990",genesis,Strider Hiryu must assassinate Grandmaster Meio in this action-adventure game from Double Helix and Capcom.,3030-43275,43275,0,2014-02-18,https://www.giantbomb.com/strider/3030-43275/,ESRB: E10+," <div> Overview : Strider Hiryu must assassinate Grandmaster Meio in this action-adventure game from Double Helix and Capcom. It is essentially a retelling of the original arcade game, Strider, with many of the boss encounters and basic locales coming out of the first game. Like the other games in the series, Strider is a side-scrolling game. But unlike most other Strider games, this is an action-adventure with items to collect and upgrades that allow deeper access into the Kazakz City facility.Player upgrades include ranged kunai attacks, a double jump, a lunging plasma catapult that can be used as a makeshift third jump in some situations, and sword upgrades that enable Hiryu to deal explosive, magnetic, or ice-based damage.The game does not contain many full cutscenes, but boss fights and other occasional encounters pause the action briefly to allow for some dialogue.In addition to the campaign, Strider also contains unlockable Beacon Run and Survival challenges. Both are time-based, with leaderboards for each challenge. Survival forces players to fight through waves of enemies, Beacon Run is a traversal challenge with checkpoints.  </div>  <div> System Requirements : Minimum Operating SystemWindows Vista SP2 x64, Windows 7 x64, Windows 8 x64ProcessorIntel Core 2 Quad Q9550, 2.83GHz / AMD Phenom II X3 720, 2.8GHzMemory4 GB of RAMGraphicsATI Radeon HD 5770 / GeForce GTX 460DirectXVersion 11Sound CardDirectX 9.0c CompatibleHard Drive3700 MBNotesIntegrated graphics solutions not supported. Controller recommended. </div> "
Strider,Tiertex,U.S. Gold,July 1993,genesis,Strider Hiryu must assassinate Grandmaster Meio in this action-adventure game from Double Helix and Capcom.,3030-43275,43275,0,2014-02-18,https://www.giantbomb.com/strider/3030-43275/,ESRB: E10+," <div> Overview : Strider Hiryu must assassinate Grandmaster Meio in this action-adventure game from Double Helix and Capcom. It is essentially a retelling of the original arcade game, Strider, with many of the boss encounters and basic locales coming out of the first game. Like the other games in the series, Strider is a side-scrolling game. But unlike most other Strider games, this is an action-adventure with items to collect and upgrades that allow deeper access into the Kazakz City facility.Player upgrades include ranged kunai attacks, a double jump, a lunging plasma catapult that can be used as a makeshift third jump in some situations, and sword upgrades that enable Hiryu to deal explosive, magnetic, or ice-based damage.The game does not contain many full cutscenes, but boss fights and other occasional encounters pause the action briefly to allow for some dialogue.In addition to the campaign, Strider also contains unlockable Beacon Run and Survival challenges. Both are time-based, with leaderboards for each challenge. Survival forces players to fight through waves of enemies, Beacon Run is a traversal challenge with checkpoints.  </div>  <div> System Requirements : Minimum Operating SystemWindows Vista SP2 x64, Windows 7 x64, Windows 8 x64ProcessorIntel Core 2 Quad Q9550, 2.83GHz / AMD Phenom II X3 720, 2.8GHzMemory4 GB of RAMGraphicsATI Radeon HD 5770 / GeForce GTX 460DirectXVersion 11Sound CardDirectX 9.0c CompatibleHard Drive3700 MBNotesIntegrated graphics solutions not supported. Controller recommended. </div> "
Sub-Terrania,Zyrinx,Sega,Apr 1994,genesis,Fly a prototype fighter through the caverns of a subterranean colony while rescuing miners and blasting aliens in this 1993 shooter from Zyrinx.,3030-19046,19046,0,,https://www.giantbomb.com/sub-terrania/3030-19046/,," <div> Overview : Sub-Terrania is a 1993 shooter for the Sega Genesis. Developed by Zyrinx and published by Sega, the player must try to save miners, defeat the invading alien forces and solve puzzles while battling against a forever dwindling fuel supply and a strong current of gravity. </div> "
Summer Challenge: Athletics Tournament,Accolade,Accolade,June 1993,genesis,,3030-32298,32298,0,,https://www.giantbomb.com/summer-challenge-athletics-tournament/3030-32298/,,
Sunset Riders,Konami,Konami,December 1992[27],genesis,"A 2D side-scrolling, action game set in the Wild West that features four bounty hunters collecting awards on targeted outlaws.",3030-5690,5690,0,1991-09-04,https://www.giantbomb.com/sunset-riders/3030-5690/,ESRB: E10+," <div> Overview : Sunset Riders is an action game from Konami that sets four bounty hunters across the Wild West to claim rewards on wanted outlaws. It began as an Arcade game in 1991, which allowed for up to four players simultaneously. It was later ported to the Sega Genesis in 1992, and the Super Nintendo in 1993.The Arcade version was intended to be part of the XBox 360's Game Room, but it never transpired.  </div>  <div> Gameplay : Sunset Riders has four playable characters: Steve, Billy, Bob, and Cormano. Steve and Billy have revolvers while Bob has a rifle and Carmano uses a shotgun. The rifle and shotgun have a slow firing rate, but fire multiple bullets in a spread. The revolvers only shoot one bullet at a time, but the bullets fire at a faster rate.Players move on a 2D plane while being able to aim and shoot in eight directions. Some stages have two planes, an upper plane and a lower plane, that they are able to jump back and forth. Most stages pits the players going through a stage battling enemies and course obstacles until the reach the end of the level, where the stage boss awaits. Some bosses have henchmen assisting them, making the boss battle more difficult for the players to contend. Once the boss is defeated, the player is awarded the bounty on the targeted outlaw. If two players are present when the boss is defeated, the bounty is awarded to the player who hit the boss the most.Watch out for that log!There are three stages out of the eight that differ from the other five where the players walk and battle their way to the end boss.Stages 2 & 7: These two stages puts the bounty hunters riding on horses throughout the stage until they reach the boss at the end of the level. The players stay on one plane and navigate the level by battling enemies that ride horses along the bottom of the screen along with a wagon where an enemy tosses logs from the back of it to trip the hunters off of their horses.Stage 4: The fourth stage is fought inside a saloon where the bosses stand on balconies at both sides of the stage with a huge chandelier hanging in the middle of the stage. </div>  <div> Stage Bosses : Sunset Riders features the following power-ups to assist the player in battling enemies in the Wild West.Rapid Fire: Increases the character's bullet firing rate.Dual Fire: Gives the character a second weapon. Revolvers (Steve/Billy): One revolver shoots forward, while the second revolver shoots upward.Rifle/Shotgun (Bob/Carmano): Dual fire expands the area of the character's bullet spread.1-Up: Gives the player an additional life. Players can also earn an additional life by reaching a particular monetary benchmark.The player can acquire the two power-ups (rapid fire, dual fire) by killing an enemy with the sack, entering doors at certain buildings, or at certain areas of a stage. If the player already has both power-ups, they will receive additional money instead. </div>  <div> Genesis Version : Get ready!Sunset Riders features a bonus stage that is played after the completion of the second and fifth stages. The player can aim the crosshairs and in eight locations of the bonus stage (essentially in all sides of the screen). Enemies pop in and out of the eight locations. The player earns bonus money on the amount of enemies shot in the stage.  </div> "
Super Mega Baseball 3,NuFX,Electronic Arts,October 1993,genesis,The third game in the baseball series from Canadian developer Metalhead Software. ,3030-77609,77609,0,2020-05-13,https://www.giantbomb.com/super-mega-baseball-3/3030-77609/,,
Super Battleship,Synergistic,Mindscape,November 1993,genesis,"The Genesis/SNES version of battleship contained the classic battleship game along with a ""super"" version that played out a realistic naval strategy simulation.",3030-21588,21588,0,1993-02-18,https://www.giantbomb.com/super-battleship/3030-21588/,," <div> Overview : Super Battleship is an adaptation of the famous board game for Sega Genesis and Super Nintendo. The player can choose to play the original board game or play a more sophisticated variant that played more like a military strategy simulation game. In the classic mode, players take potshots at each other's grids in order to sink a quintet of hidden warships. The single-player ""super"" mode gives the player missions to achieve.The versions are functionally identical, though the Super Nintendo version has numerous graphical improvements due to having more development time and being on a more powerful system. The difficulty in the SNES version has been lowered, possibly due to feedback from the Genesis version. </div> "
Garry Kitchen's Super Battletank: War in the Gulf,Imagineering,Absolute Entertainment,December 1992[27],genesis,"Sequel to Battletank for the NES, also designed by Garry Kitchen.",3030-8036,8036,0,,https://www.giantbomb.com/garry-kitchens-super-battletank-war-in-the-gulf/3030-8036/,ESRB: T," <div> Overview : In a scenario based on the real-life Operation Desert Storm, the player controls an M1 Abrams tank as part of the United Nations forces. The game takes place from the first person perspective.The game saw a 2003 re-release on the Game Boy Advance under the name Operation: Armored Liberty. On the Sega Genesis and SNES the title is Garry Kitchen's Super Battletank: War in the Gulf, but on the Game Gear the title is simply Super Battletank. The SNES game is known as Super Battletank in Japan and Europe as well. </div> "
Super Hang-On,Sega,Sega,December 1989,genesis,Super Hang-On is the sequel to the praised Hang-On. There are two modes of play and several stages available in this motorcycle racing game.,3030-18692,18692,0,,https://www.giantbomb.com/super-hang-on/3030-18692/,ESRB: E," <div> Overview : Super Hang-On is a motorcycle racing game released for a number of different systems and included on a number of different compilations. The home versions of the game include a new mode, titled ""Original Mode,"" which allowed the player the ability to race for money and subsequently spend the money on various upgrades for their motorcycle.There has been speculation over the idea that a new Super Hang-On game may be released that stems from Sega renewing the Super Hang-On trademark in April 2006, but this has yet to be confirmed or denied. </div>  <div> Gameplay : Super Hang-On has three main functions to race past the traffic and navigate the turns of the course.Accelerate: To gain speed.Brake: To slow down.Turbo: Once the racer achieves 280 km/h, the player can use turbo for an additional speed boost up to 324 km/h. The player can use turbo as long as they can as long as the maintain the minimum speed of 280km/h.In the Arcade version, the player sat on a model of a motorcycle and used the handles to accelerate, the brake grip to brake, a button to use turbo, and tilted the motorcycle to turn left and right.The player starts a stage with an certain amount of time. To continue racing, the player must clear a stage before time expires. The player's game ends when the timer hits zero or when he clears all the stages on the course. </div>  <div> Stages : Super Hang-On offers four courses of varying difficulty and number of stages for players to race on.Africa: Beginner, 6 StagesAsia: Junior, 10 StagesAmericas: Senior, 14 StagesEurope: Expert, 18 Stages </div>  <div> SEGA AGES : As part of the SEGA AGES Online initiative, the game hit Xbox Live Marketplace and PlayStation Network on May 23rd in Japan. For the PlayStation 3, the title is released for ¥600. For the Xbox 360, the title is released in a bundle with Alex Kidd in Miracle World and The Super Shinobi for 800 MS Points. </div> "
Super High Impact,Beam Software,Acclaim Entertainment,September 1992[32],genesis,Super High Impact is an arcade-style football game that is essentially the predecessor to NFL Blitz. It is the sequel to High Impact Football.,3030-1243,1243,0,1991-09-30,https://www.giantbomb.com/super-high-impact/3030-1243/,," <div> Overview : Super High Impact is an arcade football game that allows up to four players to play. Each player has one action button, which is used to select plays, pass, spin, power the kick meter, and so on. The game was originally designed by Midway Games and released in arcades in 1991. Acclaim ported the arcade game to the Genesis and Super Nintendo.Super High Impact is the follow-up to High Impact Football. </div> "
Hydlide 3,T&E Soft,AsmikJPSeismicNA,April 1990,genesis,"The third game in T&amp;E Soft's Hydlide series of action RPGs, released on various home computers and consoles. Originally released in 1987, a graphically enhanced version was released in 1989, called Super Hydlide on the Mega Drive / Genesis console and Hydlide 3: Special Version on computers.",3030-15921,15921,0,1987-11-22,https://www.giantbomb.com/hydlide-3/3030-15921/,," <div> Overview : First released in 1987, Hydlide 3 is an action RPG like its forebears, in which the player runs around a map defeating monsters and earning experience. It plays very much like Hydlide II.The game has NPCs in towns to talk to, equipment and items to buy from shops, and more story presentation including an animated opening cutscene.The game retains the morality meter of its predecessor and expands the time option with an in-game clock and survival elements such as needing to sleep and eat. The game uses four distinct character classes.The plot incorporates sci-fi elements, with settings including forestland, medieval villages, tunnels, a cloud city, medieval castles, futuristic castles, a parallel dimension, and 200 screens of outer space.A graphically enhanced version was later released on the Genesis / Mega Drive as Super Hydlide in 1989, and as Hydlide 3: Special Version on the NEC PC-9801 in 1989 and Sharp X68000 in 1990. Super Hydlide was advertised as ""Hollo Fighter"" prior to the game's release.  </div> "
