Title,Developer,Publisher,First released,console,guid,deck,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
Tetris DX,Nintendo,Nintendo,"July 1, 1999",gbc,3030-796,"A remake of the original hit, now in color. ",796,0,1998-11-10,https://www.giantbomb.com/tetris-dx/3030-796/,ESRB: E," <div> Modes of Play : Marathon: Regular Tetris play. Clear lines until your stack passes the top of the screen. Goes on forever.Ultra: 3:00 time trial, testing how many lines you can clear and how big your score can get. If you fail before the 3 minutes is up, your score is not recorded.40 Lines: You are given a goal of 40 lines to be cleared. Your time is recored.Vs. Com: A CPU opponent sends you lines as you try to reciprocate. First to pass the top of the screen loses. </div> "
Alexi Lalas International Soccer,Tarantula Studios,Take 2 Interactive,"January 1, 1999",gbc,3030-59,A football game where players can manage the strategies and tactics of their team.,59,0,,https://www.giantbomb.com/alexi-lalas-international-soccer/3030-59/,ESRB: E,
Tiger Woods PGA Tour 2000,Xantera,THQ NAEA Sports EU,1999,gbc,3030-5493,,5493,0,2000-01-18,https://www.giantbomb.com/tiger-woods-pga-tour-2000/3030-5493/,,
Tiny Toon Adventures: Buster Saves the Day,Warthog,Conspiracy Entertainment,"June 29, 2001",gbc,3030-5597,,5597,0,2001-07-29,https://www.giantbomb.com/tiny-toon-adventures-buster-saves-the-day/3030-5597/,,
Titus the Fox: To Marrakech and Back,Aqua Pacific,Titus Software,"September 22, 2000",gbc,3030-8541,Titus the Fox: To Marrakech and Back is an action/platforming game from Titus Interactive.,8541,0,,https://www.giantbomb.com/titus-the-fox-to-marrakech-and-back/3030-8541/,ESRB: E," <div> Overview : Titus the Fox: To Marrakech and Back is an action/platforming game developed and published by Titus Interactive for multiple platforms.The original release of the game, which was released in 1991, was actually titled Lagaf': Les Aventures de Moktar - Vol 1: La Zoubida. This original version of the game featured a French comedian named Vincent Lagaf'. When the game was set to release in other regions the mascot and name were changed with Titus the Fox: To Marrakech and Back releasing in 1992. The handheld ports altered this title further, going by just Titus the Fox. </div> "
TNN Outdoors Fishing Champ,Starfish,ASC Games NAStarfish JP,,gbc,3030-38334,TNN Outdoors Fishing Champ is a fishing game for the Game Boy Color.,38334,0,1998-11-27,https://www.giantbomb.com/tnn-outdoors-fishing-champ/3030-38334/,ESRB: E, <div> Overview : TNN Outdoors Fishing Champ is a fishing game developed by Starfish and published by both Starfish (Japanese version) and ASC Games (US version) for the Game Boy Color platform. In Japan the game is known as Super Black Bass Pocket 3. </div> 
TOCA Touring Car Championship,Spellbound Entertainment,THQ,"November 24, 2001",gbc,3030-5869,"Is a driving game made by Codemasters, released in 1997 in Europe, and 1998 in America and Japan.",5869,0,1997-11-01,https://www.giantbomb.com/toca-touring-car-championship/3030-5869/,,
Toki Tori,Two Tribes Interactive,Capcom,"March 1, 2002",gbc,3030-3244,"Toki Tori is a puzzle game developed by Two Tribes. It was first released as a game for the Gameboy Color in 2001, and then updated for release on the Wii's downloadable service, WiiWare, in 2008. This updated version was updated once again, and re-released on PC in 2010.",3244,0,2001-09-18,https://www.giantbomb.com/toki-tori/3030-3244/,ESRB: E," <div> Overview : The game's logo.Toki Tori is a puzzle-platformer, originally released on September 12, 2001 and was originally published by Capcom. The title was met with poor sales, although it received generally positive reviews.A remake with new levels was released on WiiWare as a downloadable game. The game was priced at 1000 Wii Points ($10) in North America and 900 Wii Points ($9) in Europe. The remake included new levels, enhanced graphics, cooperative play, and more. An iPhone version of the remake was released in May 2009 with bonus levels not included in the Wii version.On January 29th, 2010 the game was released on Steam. This PC-version includes several new levels and content, and 37 Steam-achievements.The original Game Boy Color version was made available on the 3DS eShop (in the US) on August 30, 2012. </div>  <div> Gameplay : A screenshot from the PC version.The goal of Toki Tori is simple: Collect all of the eggs scattered around the levels using whatever abilities you have been given.Toki Tori is able to run around, climb ladders, jump half block distances and survive any drop by flapping his wings, however only by utilising powers such as a freeze gun to disable enemies, the bridge tool to build across gaps, a teleport power to move past some walls, can he avoid the many dangers and collect all of the eggs in each level.However Toki is limited in how many of each power he can use, this is where the game becomes challenging and requires the player to think carefully about what powers they use at what time, as many times a player may run out of the necessary ability as they come within 3 blocks of the final egg, forcing the player to restart the level again.The puzzles take Toki Tori through a variety of worlds, ranging from lush, colorful jungles to underground sewage systems, crawling with slugs, to the ocean, where frozen enemies float to the top of the levels. </div>  <div> Skills / Abilities : In order to solve the many puzzle the game has to offer, Toki Tori has 8 different abilities at his disposal, all of which having a limited number of uses per level, depending on the level itself. </div>  <div> System Requirements for PC : This item will allow Toki Tori to build a section of bridge right in front of him, thus allowing him to move over gaps-- you cannot build bridges too near to lava. </div> "
Tom and Jerry,Morning Star Multimedia,Majesco,"July 6, 2000",gbc,3030-7015,A game based on the classic TV cartoon Tom and Jerry.,7015,0,,https://www.giantbomb.com/tom-and-jerry/3030-7015/,," <div> Overview : Tom and Jerry is a platformer game based on the eponymous(e) cartoon duo created by Hanna Barbera. The game was created to build up hype for Tom and Jerry: The Movie, also released in 1993, but has its own separate story unrelated to the movie's plot.The player controls Jerry Mouse as he makes his way across various levels to find cheese (collecting 100 of which increase Jerry's stock of lives) and elude his eternal nemesis Tom Cat, who appears at the end of each world as a boss fight. In two player mode, the second player assumes the role of Jerry's gray-skinned nephew Tuffy (also known as Nibbles). </div> "
Tom and Jerry in Mouse Attacks,Conspiracy Entertainment,Conspiracy EntertainmentSwing! Entertainment Media AG EU,"December 15, 2000",gbc,3030-36314,Tom and Jerry in Mouse Attacks is a licensed Tom & Jerry game for the Game Boy Color.,36314,0,2000-12-08,https://www.giantbomb.com/tom-and-jerry-in-mouse-attacks/3030-36314/,ESRB: E, <div> Overview :  Tom and Jerry in Mouse Attacks is a platforming/puzzle game developed by Warthog and published by NewKidCo (Ubisoft in the UK) for the Game Boy Color platform. </div> 
Tomb Raider,Core Design,THQ,"July 8, 2000",gbc,3030-27312,"A young and inexperienced Lara Croft is shipwrecked on a mysterious island in this reboot of the beloved action adventure franchise, which departs from the mood of prior games in the series.",27312,0,2013-03-05,https://www.giantbomb.com/tomb-raider/3030-27312/,ESRB: M," <div> Overview : Lara's new character design reflects the game's nature as a full Tomb Raider reinvention. Tomb Raider is an action-adventure game developed by Crystal Dynamics. It is a full reboot of the Tomb Raider franchise; the game's story, written by Rhianna Pratchett and Susan O'Connor, tells the tale of a young and inexperienced Lara Croft's first adventure. The game was developed by 80% of the team that worked on previous Lara Croft games and features a brand new engine dubbed the Crystal Engine.Tomb Raider's development was first announced by publisher Square Enix on December 6, 2010. Initially scheduled for Fall 2012, release was pushed after Crystal Dynamics received a directive from Square Enix President Yoichi Wada to make the best game that they could possibly make. It was finally released on March 5, 2013 to general acclaim. </div>  <div> Gameplay : Like its precursors, the new Tomb Raider involves a mix of puzzle solving, platforming and combat in an open world environment. In terms of tone and mechanics, however, the game is more serious and realistic – Lara does not dive in slow motion while using dual pistols with pinpoint lock-on accuracy, but rather takes cover behind the environment and eliminates enemies with a carefully aimed arrow from her bow. Unlike the typical franchise enemy roster, consisting largely of various wild animals, players' opponents in this game are almost universally human, with few exceptions. This decreased diversity is offset by an increased depth to the combat. Lara uses four different ranged weapons, each with its own unlockable upgrades, alt-fire mode, and out-of-combat utility. Upgrading weapons requires resources in the form of salvage which can be found in various containers throughout the island or by looting corpses. She can also use salvage to unlock limited close-combat capabilities, being able to dodge and counterattack, as well as perform executions on incapacitated enemies.Action-packed sequences abound.Tomb Raider's platforming follows in the vein of the Uncharted series, with cinematic set-pieces and dynamic features, as well as limited use of quick-time events. These set-pieces led to some initial negative publicity for the game (the first in the franchise to receive an 'M' ESRB rating), as failure frequently results in gruesome, fully-animated deaths, such as being impaled through the chin or crushed under a boulder. Increased control over jumps and the ability to scramble up walls, among other enhancements, make the platforming feel more polished mechanically than previously in the franchise. Puzzle-solving is also a more active process, as Lara must take into account variable elements such as fire, wind, and momentum. To aid her, Lara can activate her ""Survival Instinct"" at any time while standing still, which will highlight objectives, enemies, collectibles, and interactive elements.Base Camps allow Lara to fast travel across the island. These camps are also where the player upgrades Lara's skills and weapons. Use of fast travel is essential for getting all the collectibles, as many are hidden or blocked behind obstacles that Lara obtains the tools to overcome later in the game. These collectibles include journals from past island inhabitants and the Endurance crew, relics reflecting the island's legacy, and GPS markers which reveal hidden caches. They can be found through exploration, by use of Survival Instinct, or by clearing each area's tomb to retrieve the treasure map at the end. </div>  <div> Story : Don't look down.Travelling aboard the Endurance, Lara and her boss, archaeologist Dr. James Whitman, are seeking the ruins of the legendary island of Yamatai, which was ruled by the shamanistic Sun Queen, Himiko. Accompanying Lara is the Endurance's captain, Lara's mentor Conrad Roth, as well as her friend of Japanese descent, Samantha, who is fascinated by the story of Himiko. For Lara, the quest is inherited from her father, also an archaeologist, while for Dr. Whitman the primary appeal is as material for a TV series. Against Dr. Whitman's wishes, they follow Lara's hunch that Yamatai is to be found in the Dragon's Triangle, an infamously stormy and dangerous area of the ocean southeast of Japan. The Endurance is caught in a raging squall and shipwrecked on a mysterious island. The survivors soon encounter a band of homicidal madmen, and are split up in the ensuing melee. Most of the game focuses on Lara's journeys across the island to reunite with and rescue her friends, and find a way home. Early on, she manages to send an SOS message, and a plane arrives to evacuate the survivors. However, a freak localized storm forms and strikes the plane from the sky.Trial by fire.As she fights the hostile inhabitants of Yamatai it is revealed that they are a fanatical cult led by the ruthless and insane Father Mathias, who was stranded there in 1982. As more people are shipwrecked by the Dragon Triangle's storms, the men are captured, tortured, and indoctrinated into the Solarii, the warrior core of the cult. The women, however, can be found crucified and burned to death across the island in some twisted ritual. Lara eventually reunites with most of her companions, including Joslin Reyes, the mechanic, who is repairing an escape boat, but discovers that Samantha has been abducted by Mathias for a sinister purpose. Pursuing him into the island's ancient temple, Lara discovers that the storms that surround Yamatai are caused by Himiko's vengeful spirit, still trapped in her ancient corpse. Mathias believes if they offer Himiko a ""living successor"", she'll stop the storms and allow them to escape. However, the ritual for the transferal of power involves a trial by fire, which every woman thus far has failed. Samantha miraculously survives the trial, and Mathias takes her into the inner sanctum to continue the ritual. This angers the Guardians, magically preserved but mindless soldiers of Yamatai who defend Himiko's remains. Lara fights her way through both Solarii and Guardians to finally reach Mathias and Samantha in the midst of the transference process. There, Lara finally learns the secret that Mathias knew but she didn't. Namely, that Himiko was a sorceress who cheated death by stealing the bodies of young women as she grew old again and again; the last 'successor to the throne' learned of this ahead of time and poisoned herself during the ritual, so that Himiko's evil soul was trapped in the girl's dead body. Mathias intends to sacrifice Sam to Himiko, giving Himiko the living Sam's body, killing Sam in the process. Therefore, to save her friend, Lara kills Mathias (finally wielding her trademark dual pistols) and torches Himiko's body, sending the witch-queen to Hell once and for all.With the storms finally eliminated, Lara and Samantha escape with what few companions survive (only Reyes and Jonah, the galley master). They are picked up by a passing ship, and given the opportunity to go back home. However, traumatized by her experiences, Lara now believes that she is an adventurer at heart, and there are many more questions that need answering. She has become a survivor, and will go wherever she must to find answers. </div> "
Lara Croft Tomb Raider: Curse of the Sword,Core Design,Activision,"August 17, 2001",gbc,3030-3237,,3237,0,2001-07-01,https://www.giantbomb.com/lara-croft-tomb-raider-curse-of-the-sword/3030-3237/,ESRB: E,
Tonka Construction,Sunset Entertainment,TDK Mediactive,,gbc,3030-15645,"Tonka Town is in need of help, and it is up to you to lend a helping hand.",15645,0,1996-08-20,https://www.giantbomb.com/tonka-construction/3030-15645/,,
Tony Hawk's Pro Skater 2,Natsume,Activision,"November 17, 2000",gbc,3030-990,"Tony Hawk's Pro Skater returns with new levels, skaters, gameplay mechanics (including the introduction of the Manual), and the ability to create custom skaters and levels.",990,0,2000-09-20,https://www.giantbomb.com/tony-hawks-pro-skater-2/3030-990/,ESRB: T," <div> Overview : New ground moves in Tony Hawk's Pro Skater 2.Tony Hawk's Pro Skater 2 is a skateboarding game developed by Neversoft and published by Activision for the PlayStation on September 20, 2000. Sequel to Tony Hawk's Pro Skater and the second installment of the long-running Tony Hawk franchise, Tony Hawk's Pro Skater 2 adds new skaters and levels while introducing new gameplay elements (such as new Grind Tricks and the Manual, an on-ground trick that allows players to continue trick chains while on the ground), a character creation system, and a level editor to the series. The game also includes an improved career mode, raising the number of objectives per level while replacing the ""collecting videotape"" system with a currency system (in which players can buy upgrades with cash collected, while new levels are unlocked by the total cash collected).The game was ported to the PC on October 31, 2000 (by LTI Gray Matter), the Dreamcast on November 6, 2000 (by Treyarch), the Nintendo 64 on August 21, 2001 (by Edge of Reality), and all iOS devices on April 2010 (by Activision). The PC version adds three levels from the predecessor, while the Nintendo 64 version replaced Chopper Drop with the Hoffman BMX Factory from Mat Hoffman's Pro BMX and removed some of the soundtrack (likely to reduce the ESRB rating from ""T"" to ""E""). An updated version of Tony Hawk's Pro Skater 2 was later released for the Xbox on November 14, 2001 (by Treyarch) titled Tony Hawk's Pro Skater 2x (remaking all levels from the first two Tony Hawk games while adding four-player split-screen and system link multiplayer and gender selection in the character creation mode). Most of the assets of Tony Hawk's Pro Skater 2 is included Tony Hawk's Pro Skater HD for the Xbox 360 (via Xbox Live Arcade), PlayStation 3 (via PlayStation Network), and PC (via Steam).Handheld versions were released on both the Game Boy Color on November 2000 (developed by Natsume) and the Game Boy Advance on May 30, 2001 (developed by Vicarious Visions). Both games are played in a 2D isometric viewpoint, and feature many elements from the console versions. The action on the Game Boy Color is primarily horizontal on the screen (while the player can also navigate the open-world vertically). The Game Boy Advance version is more faithful to the original game, replicating the levels, graphics, and gameplay.Tony Hawk's Pro Skater 2 is the first game in the franchise to feature crossover characters as hidden playable skaters. Spider-Man, a superhero from the Spider-Man franchise) appears as a hidden unlockable skater. </div>  <div> Gameplay Enhancements : While THPS2 did not introduce any new gameplay modes, it added a series of new features that turned into meaningful additions to the franchise. These start with the Create-A-Modes. </div>  <div> Levels : Create-A-Skater editor menu.Tony Hawk's Pro Skater 2 added the ability to create a skater, allowing the player to progress through the Career Mode (as well as the game's other various modes) as an avatar or a custom-edited character. The mode allowed a then-large amount of options for this character's appearance and allowed the user to distribute stat points wherever they pleased as opposed to THPS1's forced stat growth.An example of a custom gapThe ability to assign custom tricks was also given, allowing the player to re-write any of the default moves' combinations as well as assigning custom special tricks that could be unlocked and assigned to any specific combination of buttons. Special tricks can either be unlocked throughout the game or by purchasing them with cash acquired in the game's career mode. Flip tricks, grab tricks, grind tricks and a limited amount of manuals (also assigned to the Grind button) compiled the variety of special tricks the player could assign. </div>  <div> Characters : The Park Editor's toolsetAlso a new addition was the Park Editor, which allowed players to edit their own custom skateparks with a variety of tools, objects and obstacles. It is grid based and has four distinct themes (Power Plant, Industrial, School, Outside), each changing the appearance of the level and it's objects. The park's size can also be edited according to width and length. The object categories are as follow:CategoryDescriptionStartsSpawn points for Player 1, 2 and HORSE start points.Gap ToolTool to set gaps.RisersElevated platforms varying in size and height.Quarter PipesDifferent set of sizes and heights for quarter pipes. There are two sets: metal QPs and wooden QPs.RailsGround-based rails for grinding. There are two sets: centered rails and offset rails.WallsLow-height walls that can be used as grind surfaces.SlopesSlanted platforms that act as jumps and/or surfaces to ride up heightened terrain.StairsSelf-explanatory, they vary in size and stair count.PoolsLarge, empty pool surfaces. These vary in shape and size.FunboxesHeightened platforms generally surrounded by slopes. These can be custom built using risers and slopes, though the selection in this category usually includes funboxes from single-player levels and specially-shaped sets.KickersSimilar to slopes, though slightly slanted upwards to act as a boosted jump.BenchesBenches, bleachers and other contraptions of the sort.SignsStreet/Publicity signs that can act as grinding/wallride surfaces.FloorPatters/textures that can be applied to the ground surface, such as the Neversoft logo, grass, dirt and pavement.FoliageA selection of trees, planters and flowerbeds.MiscA large wall structure or a steel pillar.The Park Editor mode also contained a handful of previously-made parks from the team at Neversoft, giving the user some ideas as to where to start when editing a park.New grind tricks.Probably the most meaningful change to Tony Hawk's Pro Skater 2 is the addition of the manual, a move that allows player to link tricks together to build up larger combos. Manuals are performed by pressing up and then down on the directional inputs. Pressing down and up will perform a nose manual. During a manual, the player must balance themselves according to the on-screen balance meter. Pressing up and down on the directional inputs will balance the player in the according direction. The longer the manual goes on, the harder keeping balance will become. Spending stat points into the ""Manuals"" section of the statistics screen will make manuals easier to keep going across further distances. Manuals can be performed after street tricks, such as ollies, flip tricks, grabs or grinds but never after a vert trick. It is possible to link a street combo into a vert trick, however.A less impactful, although useful during large combo sequences, addition are the added grind tricks to the game's move list. These can be performed by double-tapping in a direction before hitting the Grind button. Example being the Bluntslide, performed by double-tapping down, then hitting the Grind button before hitting a rail. Other grinds include the Overcrook, Crooked and Nosebluntslide grind.Cash CollectablesCash is the new method of progressing through the game's career mode. Completing goals on the Goal List during career mode will earn the user Cash, which unlocks new levels. Cash that is earned can be spent to purchase new decks, stat points or special tricks. Additionally, each level contains a set number of Cash icons to collect, allowing for further stat-building and unlocks. Easier icons are worth less and hidden or hard to find icons are worth significantly more. Stats will cost more after each point purchase and better decks and tricks will cost much more, so finding these cash icons in each level is encouraged for building a better character. </div>  <div> Soundtrack : HangarLocation: Mullet Falls, MontanaHangar is situated in an enclosed airplane hangar. It features a large roll-in drop, a wooden half-pipe, a secret half-pipe located in a wind-tunnel and an active helicopter that, when the player grinds its chopper blades, takes off, destroys part of the roof and opens a hidden, outdoor area.This level is featured in Tony Hawk's Pro Skater HD.ObjectivesObjective NameDescriptionCash RewardHigh ScoreObtain a score of 10,000 points$100Pro ScoreObtain a score of 25,000 points$200Sick ScoreObtain a score of 75,000 points$500Collect S-K-A-T-ECollect the SKATE letters$150Barrel HuntRun into 5 scattered barrel stacks$150Collect 5 Pilot WingsCollect 5 floating pilot emblems$250Nosegrind Over the PipeNosegrind over the arching rails on the wooden half-pipe$150Hit 3 Hangtime GapsOllie over 3 special gaps$150Find the Secret TapeCollect the hidden tape$150100% Goals and CashComplete all prior goals and collect all cash icons$200School IILocation: Southern California, CaliforniaSchool II is set in a college campus. It features large, open street areas, a secret indoor pool/gymnasium complex and a variety of campus walkways. It's most notorious feature is the gigantic set of stairs located at the start of the level that can be grinded down or jump off the high-perched area to score one of the hardest gaps in the game, titled ""Leap of Faith"".This level is featured in Tony Hawk's Pro Skater HD.ObjectivesObjective NameDescriptionCash RewardHigh ScoreObtain a score of 15,000 points$200Pro ScoreObtain a score of 40,000 points$350Sick ScoreObtain a score of 100,000 points$500Collect S-K-A-T-ECollect the SKATE letters$400Wallride 5 BellsWallride over 5 bells$500Collect 5 Hall PassesCollect 5 floating hall passes$400Kickflip TC's Roof GapKickflip from one low-rise roof to another, also called ""TC's Gap""$400Grind 3 Roll Call RailsGrind 3 rails known as the ""Roll Call!"" rails$500Find the Secret TapeCollect the hidden tape$500100% Goals and CashComplete all prior goals and collect all cash icons$500MarseilleLocation: Marseille, FranceMarseille is the first of three competition arenas. It features a very small street area, multiple bowls and a large quarter-pipe filled lower area. It features a secret area that can be accessed by running into a wooden plank holding down one of the trees on the left side of the level. The tree collapses into a nearby wall, revealing a pit that, when entered, gives access to a large underground area filled with rails, quarter-pipes and a fountain.This level is featured in Tony Hawk's Pro Skater HD.New York CityLocation: New York City, New YorkNew York City is set in a urban area of NYC. It features a water-side park, city streets with taxis driving on them, a multitude of park-like plazas, an overhead subway rail and a very large re-creation of the Bronx, a famous real-life skate spot. This area is locked from the beginning, requiring the player to collect subway tokens to unlock access to the subway rails which then allows access to the park.ObjectivesObjective NameDescriptionCash RewardHigh ScoreObtain a score of 20,000 points$750Pro ScoreObtain a score of 50,000 points$1000Sick ScoreObtain a score of 150,000 points$1250Collect S-K-A-T-ECollect the SKATE letters$800Ollie the HydrantsOllie over 3 fire hydrants$700Collect 5 Subway TokensCollect 5 floating subway tokens$80050-50 Joey's SculptureDo a 50-50 grind on a triangular sculpture$900Grind the Subway RailsGrind the subway rails. Requires the ""Collect 5 Subway Tokens"" goal to be complete$1100Find the Secret TapeCollect the hidden tape$1200100% Goals and CashComplete all prior goals and collect all cash icons$500Venice BeachLocation: Venice, CaliforniaVenice Beach is set in a beachside park. There are very large, open street areas featuring jumps, rails, ledges, benches and tables as well as a host of quarter-pipes, rooftops and half-pipes.This level is featured in Tony Hawk's Pro Skater HD.ObjectivesObjective NameDescriptionCash RewardHigh ScoreObtain a score of 40,000 points$1500Pro ScoreObtain a score of 100,000 points$1750Sick ScoreObtain a score of 200,000 points$2000Collect S-K-A-T-ECollect the SKATE letters$1250Ollie the Magic Bum 5 TimesOllie a bum that will teleport after each subsequent ollie 5 times$1500Collect 5 Spray CansCollect 5 floating paint spray cans$1250Tailslide Venice LedgePerform a Tailslide on a ledge on one of the beachfronts$1000Hit 4 VB TansfersOllie over 4 gaps, also called the ""VB Transfers""$1500Find the Secret TapeCollect the hidden tape$1250100% Goals and CashComplete all prior goals and collect all cash icons$500SkatestreetLocation: Ventura, CaliforniaSkatestreet is the second competition stage as well as a real-life location, held as a landmark of skateboarding culture by enthusiasts. It features a large street area with an equally-large vert area including a rectangular-shaped bowl, a massive half-pipe, and a below-ground half-pipe that is connected to one of the park's wall.In 2005, the park's founder passed away in a motorcycle accident and the skatepark was subsequently closed.PhillyLocation: Philadelphia, PAPhilly is set in a urban park and is also a real-life location. It's actual is LOVE Park. To avoid copyright infringements, they changed the famous sculpture to 'THPS', the series' acronym. The level features a large fountain, several rails, stair gaps, ledges, gaps and jumps. The level also features an accurate representation of FDR Skatepark. It is a mostly-vert concrete skatepark.ObjectivesObjective NameDescriptionCash RewardHigh ScoreObtain a score of 50,000 points$2500Pro ScoreObtain a score of 125,000 points$3000Sick ScoreObtain a score of 250,000 points$4000Collect S-K-A-T-ECollect the SKATE letters$2000Drain the FountainHit a valve hidden on rooftop to drain the large fountain$2500Collect 5 BellsCollect 5 floating bells$2000Bluntslide the AwningPerform a bluntslide on a blue awning$2000Liptrick 4 Skatepark LipsPerform liptricks on 4 separate vert lips$2500Find the Secret TapeCollect the hidden tape$2000100% Goals and CashComplete all prior goals and collect all cash icons$500BullringLocation: MexicoThe Bullring is the third and final competition level.It is a half-vert, half-street level complete with quarter-pipes, funboxes, ledges and gaps as well as a massive half-pipe attached to a loop structure. Much like the name implies, the level is built inside a bullring, where a bull runs around leaving piles of poo behind.Chopper DropLocation: HawaiiChopper Drop is one of two secret levels.It features a half-pipe built on a platform out in the ocean. The player drops from an airborne helicopter onto the half-pipe which features a jump at the end of the platform.Skate HeavenLocation: SpaceSkate Heaven is the second secret level. It is set in ""heaven"" which, of course, is in space. It features an inane amount of skateboarding structures like half-pipes, bowls, stairs, rails, gaps, ledges, rails, benches, snake-runs, tunnels and flatland areas. The level is built around a volcano and if the player hops out of the level, an ominous voice (Most likely to symbolize God) either laughs at the player or proclaims ""You suck"" . In the Game Boy Color version, the volcano is absent, but there are different colored nebulas in the distance instead. </div> "
Tony Hawk's Pro Skater 3,HotGen,Activision,"November 23, 2001",gbc,3030-5688,"Tony Hawk's Pro Skater 3 brings the skateboarding franchise to the sixth generation of game consoles, bringing new levels, new skaters, new tricks (such as hidden trick variations and the Revert), and online multiplayer.",5688,0,2001-10-28,https://www.giantbomb.com/tony-hawks-pro-skater-3/3030-5688/,ESRB: E," <div> Overview : Now you can skate with your friends!Tony Hawk's Pro Skater 3 is a skateboard stunt riding game developed by Neversoft and published by Activision (under their Activision o2 label) for the PlayStation 2 (on October 28, 2001), GameCube (on November 18, 2001 as a launch title), and Xbox (on March 4, 2002).The third installment of the long-running Tony Hawk franchise and the sequel to Tony Hawk's Pro Skater 2, Tony Hawk's Pro Skater 3 adds a new roster of skaters and new trick types (including the ""revert"", a trick that can be executed to continue a Vert combo chain once the skater hits the ground). Career Mode has been updated (removing the currency system from THPS2) while the PS2 and GC versions support online multiplayer for up to four players.The game was ported to the PlayStation in October 29, 2001 (by Shaba Games), PC in March 28, 2002 (by Gearbox), Nintendo 64 in August 20, 2002 (by Edge of Reality as the last official release for the system), and Mac in January 2003 (by Gearbox). The PS1 and N64 versions run on a slightly-modified version of the engine used in THPS2, changing the levels to fit the memory capacity. Handheld versions were released on both the Game Boy Color on November 15, 2001 (developed by HotGen) and the Game Boy Advance on March 4, 2002 (developed by Vicarious Visions), both of which are played in a 2D isometric viewpoint.Like Tony Hawk's Pro Skater 2, this game features crossover characters from different franchises as playable skaters. Darth Maul (a Sith apprentice from the Star Wars franchise), Wolverine (a superhero from the X-Men franchise), and Kelly Slater (a surfer from Kelly Slater's Pro Surfer) are included as hidden unlockable skaters. The PC version of the game features Doom from Quake III: Arena (as Doom Guy).Some of the levels were later released as downloadable content in the 2012 downloadable game Tony Hawk's Pro Skater HD (for the Xbox 360, PlayStation 3, and PC). </div>  <div> Gameplay : The revert is a move that allows players to link vert tricks into a new or in-progress combo. It is a flatland trick that is performed immediately when landing off of a vert surface like a quarter-pipe or pool lip. The more times it is used in a single combo, the slower the player's speed will be when exiting the revert. To link vert tricks into a combo, a manual must be performed immediately after the revert animation. </div>  <div> Game Modes : Despite Tony Hawk's Pro Skater 2 featuring large, open-ended levels, THPS3 used it's current generation of systems' power to its advantage and brought the large-scale environments to life. Areas were now filled with NPCs, moving cars that would stop at obstacles, complex animated objects and real-time level shifting. Every level in THPS3 features a large or minor-scale change that can be triggered through the player's actions and either unlocks a previously hidden area or completely changes a part of the level altogether. These could either be part of a level goal or simply a hidden secret for the player to discover. </div>  <div> Levels : One other major addition to the game was the Trick Modifier system. This is a system that has been with the franchise since, although being refined in THPS4 and perfected in Tony Hawk's Underground. The trick modifier system are ""Hidden moves"" that can be performed by actions on the face buttons. For example, hitting the button combination for a kickflip while hitting the flip trick button twice will perform a Double Kickflip. Hitting it three times will perform a Triple Kickflip. Though THPS3 refers to them as Hidden Moves (An on-screen pop-up appears with a bonus score being awarded), they have become the standard in the series for performing modified versions of standard tricks. </div>  <div> Secrets : A breakthrough addition to the series is the addition of online multiplayer. This would later be refined in later entries of the franchise but the base concept remains the same. The game allows for up to 4 players in one lobby and drops them in a Free Skate session. The host then decides which game type will be played. The various game types can be found below. Players could either play through a Broadband connection or, on the PlayStation 2 and GameCube, a dial-up connection. </div>  <div> Soundtrack : Tony Hawk's Pro Skater 3 features a wide variety of game modes thanks to the addition of Network Play. Some new, some returning from past entries. </div> "
Toobin',Digital Eclipse,Midway,,gbc,3030-10290,Players float downstream in this wild river adventure from Atari.,10290,0,,https://www.giantbomb.com/toobin/3030-10290/,," <div> Overview : While traveling down a river in a tube, players attempt to avoid obstacles and score points by passing through gates. Combinations of gates increase a score multiplier. Players rotate their tubes and paddle to increase speed. They gather letters for points (and potentially a free t-shirt), and gather pop cans - which can be thrown at obstacles. Power-ups allow players to carry multiple cans.  </div>  <div> Gameplay : The game can be played either solo or co-op. Although there is a competitive aspect to the co-op mode in the form of getting more points and pop cans than the opponent. If players dawdle too long, an alligator begins chasing the player, forcing them to either speed up. Lives are represented by patches (as in patches that can be used to repair a tube).The game has three different classes, each with five rivers, for a total of 15. The rivers in each class are as follows:Colorado, Amazon, Okeefenokee, American, and Argentum.Yukon, Styx, Left Bank, Cuprum, and Nile.Jurassic, Black Forest, Rio Grande, Canals Of Mars, and Nightmare.The game's playable characters are Bif and Jet. Whenever there is only one player in the game, there is a computer-controlled opponent called Flotsam.The original arcade version of Toobin' exclusively controlled via buttons; using five of them for each player. Four of the buttons represent hands and direction, such as putting the left hand forward, or the right hand back. This allows for tank-like propulsion and rotation. The fifth button is used for throwing soda cans at obstacles. </div> "
Top Gear Rally 2,Vision Works,Vatical Entertainment NAKemco EU/JP,2000,gbc,3030-9706,,9706,0,1999-12-03,https://www.giantbomb.com/top-gear-rally-2/3030-9706/,,
