Title,Developer,Publisher,Regions released North America,console,deck,guid,id,number_of_user_reviews,original_release_date,site_detail_url,game_rating,description
WarJetz,The 3DO Company,The 3DO Company,"June 27, 2001",ps,Take to the skis with 3DO's aerial dog-fighting extravaganza for the PlayStation 1 &amp; 2,3030-4437,4437,0,,https://www.giantbomb.com/warjetz/3030-4437/,ESRB: T," <div> Synopsis :  This second title in 3DO's World Destruction League series is set in the same post-apocalyptic future as the first game. Citizens from around the world tune in to watch violent, destructive contests of skill and endurance as mighty war machines go to battle for fun and profit. While the series' first Thunder Tanks  release focused on ground combat, WarJetz features combat high in the skies above. Players take to the air in modified fighter craft to do battle in 3D-rendered, destructible environments set all across the globe, each warrior hoping to defeat all opposition, survive the contest, and earn the exclusive rank of WDL: WarJetz Air.  </div> "
Warhammer: Dark Omen,Mindscape,Electronic Arts,"April 7, 1998",ps,Warhammer: Dark Omen is a tactical RTS set in the Warhammer universe where you maneuver a variety of units and weapons around the battlefield to fight off an Undead invasion,3030-5488,5488,0,1998-05-06,https://www.giantbomb.com/warhammer-dark-omen/3030-5488/,," <div> Introduction : Warhammer: Dark Omen is a PC and PlayStation RTS from the golden PC days of 1998.It was developed by Mindscape, published by Electronic Arts and based in the Warhammer universe. An undead menace has been awakened and threatens to end all life. As a commander of a mercenary force you have to lead various units of the allied races to victory over a campaign of missions. </div>  <div> Campaign overview : The introduction movie.The story-based campaign features pre-battle cutscenes and dialogue, and tries to create characters and establish relationships between your general and the units and individuals under his command.On the battlefield itself the game plays out similar to the combat in the Total War franchise. You select your squads from an army you repair and expand as the game progresses. You deploy your units on the mission-based maps and start the battle. Somewhere on other parts of the map are one or several opposing armies advancing towards you.There are many different types of squads and hero units with special abilities or spells that joins the cause over the course of the campaign. Archers, siege weapons, riflemen and cavalry will all join your side and each has a unique, voiced squad leaders. You have to carefully select which units to apply to which situation in the combat. </div>  <div> Presentation : The game uses a 2D/3D hybrid engine with 2D sprite squads on a 3D landscape. Over the course of your crusade to stop the undead you will battle across a variety of terrain settings. Big green fields, small villages, snowy mountain passes, riverbeds, and blasted wastelands. There are weather effects as well as particle effects for explosions and magic. </div>  <div> Multiplayer : The multiplayer side of things plays similar to the tabletop game. You prepare your army by selecting squads and adding bonus traits by spending your budget of points. Its up to you whether to go for numbers or more powerful units. Once the match starts you take on your opponent in a battle that plays out like the single player. </div>  <div> System Requirements : Pentium 166 MHz32 MB RAM265 MB disk space </div> "
Warhammer: Shadow of the Horned Rat,SSI,Mindscape,"November 1, 1996",ps,The harder-than-hard real time tactical strategy game set in the world of Warhammer Fantasy Battle gives the player an opportunity to command the small mercenary army of cmdr. Morgan Bernhardt and stop the invasion of Orc and Skaven forces.,3030-3754,3754,0,,https://www.giantbomb.com/warhammer-shadow-of-the-horned-rat/3030-3754/,," <div> Overview : Warhammer: Shadow of the Horned Rat is a real-time tactics strategy game published by Games Workshop (in conjunction with Mindscape) in 1995. It was one of the first games with full, 360 degrees rotation of the battlefield and had a fine (for it's day) mix of 2D unit sprites on a 3D landscape. </div>  <div> Plot : An experienced commander of a small mercenary force, conisting of a cavalry and infantry unit, Morgan Berhardt is at first doing his usual job - eliminating small time bandits and goblin warbands in the region of Border Princess and getting a tiny bit of gold for it. But soon he becomes a part of a bigger picture, as one of the powerful Skaven mages, grey seer Tuhanquol gives one of the Orc warbosses a powerful axe and uses him and his huge greenskin horde as a distraction to further his plans, namely - conquering the Empire. Berhnardt unwillingly becomes the main force foiling Tuhanquol's plans, at first accidentally, as his army grows bigger and stronger, and he employs the help of the Dwarves, the Elves of Loren Forest and the Emperor Karl Franz himself. </div>  <div> Game Mechanics : The game is divided into two parts - the tactical battles which form he core of the gameplay and the map view of the Old World, where the player can choose his next mission, hire additional mercenaries and replenish his losses.The tactical part of the game sought to apply the rulesets of the tabletop wargame, Warhammer: Fantasy Battles in a real time strategy context. At the beginning of each mission you select a number of units from your reserves to send into battle. Units are hired with gold, their cost based on the unit's size, strength, and skill level. There's also a constant retainer cost just for keeping a unit in the army. If your gold reserve is depleted you will no longer afford to hire the essential core unit, and the game will end. Once units are selected, most missions allow you to deploy your army however you wish, though some feature an ambush and you can only determine the marching order of your army. Some missions feature no battle at all, and any money spent to employ units is wasted. When the start button is pressed a peal of thunder is heard and the battle commences. You can then select and give orders to units on the battlefield. There are a variety of roles each unit can perform in combat: shooting ranged weapons, charging into melee, casting spells, and using magic items. During combat, the player is able to spur a unit to fight harder, at the cost of his attention to the rest of the battle. Many of the concepts of morale, and flank attacks are features of the tabletop game. As a result, a player that has not encountered the tabletop iteration of Warhammer may have issues with these concepts at first. A mission can turn badly quite suddenly when a single bad ""round"" of combat can result in the player's elite cavalry fleeing from a unit of pitiful goblins. </div>  <div> Difficulty : The learning curve of this game can be steep. The beginning has small battles with few units, though even those can turn nasty quite quickly. Replacing casualties in a unit costs money, and is always limited. Some locations may not offer any replacements at all, while some may offer only 10 across the your entire army. Even worse is that if a unit is completely destroyed it is usually gone for good, which includes the rare, valuable, and fragile wizards. As the game progresses the difficulty of individual scenarios and the overall situation compounds. The player gains more units and battles get larger, but you can't pause the game to give orders. It will often be necessary to manage multiple wizards, target ranged units, launch charges, and set up flank attacks in very short spans of time. It's easy to end a battle successfully and only then notice that a key mortar was destroyed in combat, requiring a restart.As a result of a difficulty so hard, that even the experienced RTS players had a tough time finishing the game, many of the game's more painful elements, like the retainer cost, the constant need for attention for every single unit and clunky interface were changed in it's more aproachable (yet still very hard) and more succesful sequel, Warhammer: Dark Omen. </div> "
Warhawk,SingleTrac,SCEA,"November 10, 1995",ps,"Based on the original PlayStation game of the same name, Warhawk for the PlayStation 3 opts for team-based multiplayer action on the ground and in the air instead of single-player flight combat.",3030-20458,20458,0,2007-08-28,https://www.giantbomb.com/warhawk/3030-20458/,ESRB: T," <div> The New Warhawk :   Warhawk is a remake of a PlayStation launch title of the same name. It was developed by Incognito Entertainment for the PS3 and released on August 28, 2007. Warhawk is strictly a multiplayer experience, though a single-player mode was planned and scrapped. Warhawk marks the first time a PlayStation 3 game was released on both Blu-ray disc and as a download through the PlayStation Network. While the two versions are compatible, there were some differences. While the PSN version was cheaper, the disc-based version included a number of behind-the-scenes featurettes, as well as a Bluetooth headset for in-game voice-chat. The disc based version also lets you host Warhawk Lan Parties with only one copy of the disc between multiple PS3's.  </div>  <div> Gameplay :  A Warhawk in flight on the Eucadia map.Warhawk supports online multiplayer matches with up to 32 players in a single game and 4 way online splitscreen from a single PS3, Sony and Incognito provided dedicated servers for players to play on, additionally individual players could also create their own servers. Though the player begins as a bare soldier armed only with a combat blade and pistol, he can jump into an assortment of land-based vehicles, turrets, as well as the titular Warhawks, which are essentially futuristic harrier jets, able to switch between a hover and a forward-thrust mode. The game includes Sixaxis support when piloting a Warhawk, though you can also opt for traditional, analog-stick-based controls. There are six match types in Warhawk: Deathmatch, Team Deathmatch, Capture the Flag, Zones, Hero and Collection.The game is divided into two different factions the names of the factions are Eucadians and the Chernovans. Each have unique uniforms and vehicle designs for each, gaining experience and leveling up unlocks different uniforms and designs for vehicles, as well as various insignia that are displayed on different parts of the player and their Warhawk / Nemesis.    </div>  <div> Weapons in Warhawk  :  Assault Rifle- Shoots very fast but does little damage when far away.   RPG- Shoots missiles and also allows you to lock on to Warhawks and take them down.   Pistol- You always have the pistol when you spawn good weapon for close combat situations. It also has infinite ammo.  Knife- This weapon kills anybody in 1 hit if you manage to hurt somebody with it.    Mines- Lay these on Warhawks or Vehicles and be ready for a pretty explosion. These explode on proximity.  Binoculars- These handy little weapons are used for ""air strikes"" you paint whatever you want to air-strike and seconds later the air-strike will happen.  Sniper Rifle- use this weapon for very long range shooting. This is the only weapon in the game that you can aim with-press R3 to zoom in, and press it again to zoom it further.  Wrench- You can use this weapon to heal your troops vehicles or your own. You can also deal damage to the opposing teams vehicles if you hit their vehicle with the wrench.  Health mines- These devices have a spray that heal your team if they are close enough to the mine, or they hurt the other team if they get to close to the mine.  Flamethrower- This weapon can be very deadly to anybody to close to the flame and is very handy for taking care of enemy vehicles. </div>  <div> Vehicles in Warhawk :  Tank- Very slow but very powerful. This vehicle is mainly used to defend bases or just steam roll through another teams base. The front of the tank shoots a shell that explodes on impact damaging or even hurting anybody around the explosion. Also if you are very accurate if you hit a Warhawk with a tank shell it will automatically be taken down. Jeep- These little cars are used to move troops across the map. The jeep has a 50 Caliber turret on the back which can damage other  vehicles and players.  Warhawks- These vehicles can be very deadly in the right hands. Warhawks are what this game is all about. They are very fast and can deal massive amounts of damage with all the weapons they can carry. They are fragile so watch out for RPG's or tanks before flying to close to other players.  APC- Included in Operation Broken Mirror. The APC is a large ground based transport unit that can also serve as a mobile spawn point. The APC has no weapons, but includes a deployable shield generator that units on the outside can not shoot through. However, the generator can be short circuited by a fully charged lightning gun. If you spawn into to APC you are awarded a random weapon. The APC also has a charge move that will cause it to accelerate forward at high speeds. The charge move can damage and destroy ground units. Jeep in one hit. Tank in two. Ect..  Dropship- Included in Operation Omega Dawn. The Dropship is a air based transport and attack unit that can carry people as well as jeeps. The Dropship has two flight modes similar to the Warhawk: a hover mode were it can fire weapons and a flight mode for faster travel. For each teammate that is traveling in the Dropship another rocket turret becomes controllable. This makes a fully loaded Dropship a powerhouse. The pilot of the Dropship can also control side mounted guns while in hover mode. If you fill a Dropship with players you will receive a trophy.        </div>  <div> Weapons for the Warhawk and Dropship :    Aside from your normal machine gun turrets, the Warhawk and the Dropship can obtain weapons which are in the air for more damaging effects to air-based strategy/choke points, turrets, bases, or even enemy Warhawks.  Swarm Missile-You start off with 5 of these when you are within a Warhawk. Multiples of these can lock onto an enemy Warhawk, but they don't do very much damage. They also don't lock on very well and can be evaded fairly easily. However, they are great for applying constant pressure in dogfights.  Homing Missile-These are insanely strong missiles that are much harder to avoid. These are brutal.  Air Mines-Like mines, but in the air. They're pretty easy to see, but can ensure that your opponent does not get to a specific point in the map. Also can be hidden in clouds, and be careful! They can blow you up as well. Lightning Bolt-Lightning bolts are one of the most deadly things to use on your opponent's base. You get 10 ammo, but you can shoot one charged burst by holding R1. This makes the lightning bolt last for a while, destroying anything within its radius.Stealth-Stealth makes you-almost-invisible. You can still see an outline, but unless you are an idiot, they shouldn't be able to see you. Perfect for getting behind your enemy.  TOW Missile-Missiles that you can direct and have a pretty large blast radius. Perfect for getting rid of choke points and bases from afar.  Cluster Bomb-Little bombs that bombard the ground below and blow up. Great for objective based games like Capture the Flag, since you can stop them in their tracks from way up in the air.   Flak-Gets rid of any incoming locked on missiles. Useful for getting out of a hairy situation.  </div>  <div> The points system : During a round you earn 3 types of points: Combat, Team & Bonus. Combat points are earned for killing the enemy. Team points are earned for non-combat activities like capturing bases. Bonus Points are earned via the Ribbons received in a round.   </div>  <div> Rank System : Warhawk features an in-game ranking system based on the points accumulated during online matches, and a few other requirements, including obtaining certain badges and ribbons.  </div>  <div> Additional Content :   </div>  <div> Trophy Support : [Update] A Warhawk room has been released early this year in which players launch a game from.  </div>  <div> Soundtrack :  Warhawk has been supported with additional content, including Maps and new vehicles. Two booster packs have been released so far (as of end of July 2008) with a rumoured third booster pack currently in developmentOperation Omega Dawn - this booster pack includes one massive new map and introduces the Dropship, which enables you to carry passengers and carry a vehicle around the map. Existing maps have also been updated to support the Dropship Operation Broken Mirror - the second booster pack adds the Armored APC, and the Vaporfield GI map. The APC can carry troop members, has a 'ram' attack mode, and also acts as a mobile spawn point. Operation Fallen Star - The third booster pack introduces Tau Crater a brand new battle arena.  This new pack adds the new Infrantry Jetpack so you can fly around without the aid of a warhawk. Several patches have also been released, most of which include new gameplay features 1.1 - bug and stat fixes, clan mmbers limit increased from 32 to 64 (released November 2007) 1.2 - minor enhancements and bug fixes, plus new map layouts and DualShock 3 support (released Deember 2007) 1.3 - troop equipment added - the wrench (for repairing vehicles) and the bio-field generator (for healing allies and harming enemies), Home integration (released April 2008) 1.4 - new game modes - Hero and Collection (released July 2008) 1.5 - Trophy support, custom music tracks from the Home menu, new paint schemes and insignias, tutorial missions and jetpacks (August 27)  </div> "
Warriors of Might and Magic,The 3DO Company,The 3DO Company,"February 7, 2000",ps,"Warriors of Might and Magic is an action role-playing game developed by 3DO. Step into the shoes of Alleron, a soldier framed for a crime he didn't commit, and seek to discover the truth behind this conspiracy.",3030-3030,3030,0,2000-12-22,https://www.giantbomb.com/warriors-of-might-and-magic/3030-3030/,ESRB: T," <div> Overview : Published and developed by The 3DO Company, Warriors of Might and Magic was released for the Playstation, Playstation 2, and the Game Boy Color. Each version was essentially a different game, though they all follow a similar storyline. All three versions star Alleron, a guard captain accused of necromancy. </div>  <div> Gameplay : Warriors of Might and Magic follows a traditional route of Action RPG gaming. Players start in a hostile environment from the start, and are given their first equipment and spell at the start. The game requires caution, and wise use of health potions, as they are the only means of recovering hitpoints.There are of a variety of weapons, shields, armor and items, all with different elemental bases and effects.Combat itself takes place in a real-time fashion, allowing players to dodge, guard and counter-attack as they see fit. With 27 available spells total, Magic also plays a key role in battle, and it may be used for anything from slowing an opponent, to buffering your own strength and defense, to causing a foe to fight for you. From summoning an army of phantoms, to burning your enemy to a crisp, to increasing your speed for a short time. There are many different spells to choose from, and they all have their uses. Like in most RPGs, players gain experience by defeating enemies. Upon leveling up, players may distribute points to their attributes as they see fit. Alleron's stat categories are as follows: Might, Speed, Intelligence, and Endurance.  The Status Screen at level-up.  Might - helps to determine Alleron's total attack rating. Speed -determines Alleron's movement speed and attack speed. Intelligence- determines the effectiveness of spells, as well as Alleron's total mana points. Endurance- determines Alleron's total hitpoints. </div>  <div> Story (Spoilers) : The game opens with Alleron on trial for necromancy. This seems to be a formality, rather than a real trial, as sentence is passed right away. The Inquisitor places a cursed mask called ""The Mask of the Accused"" upon Alleron's face to mark him as a necromancer. The mask seems to take a life of it's own, driving claws into his neck so that it cannot be removed. Alleron is then cast into the Pit of the Accused, and the game starts immediately.Alleron must escape the arena area they have been thrown into, and through a series of prison cells and sewers that are crawling with monsters and undead creatures. From here, it is up to the player to escape the Pit, and reach the outside world. Apok  Along the way, he meets and rescues an orc named Apok from the undead, and Apok in return helps Alleron by giving him a magic ring, and later aiding him in escaping the Orc Mines. This leads him into a ravine, where he meets a talking raven named Carlon that has somehow had his feet magically trapped in a rock. The raven agrees to help Alleron remove his mask, if he will find a potion to dissolve the stone. Alleron meets Carlon the raven.  Following the ravine floor, Alleron finds himself in the orc-populated Village of Draklor, which holds even greater dangers. Draklor, the new orc chief, is preparing to have the old chief killed as per some kind of tradition. The old chief's wife is distraught and asks Alleron to save her husband, which he does. Though grateful, the reunited couple then asks that you recover their food. Draklor has taken all they had to eat in order to celebrate. Alleron once again rises to the occasion and confronts the cruel orc chieftain, managing to slay him. Alleron uses the potion to free Carlon.   The old chief and his wife are extremely grateful and tell him about a way out of the ravine. In a small cave near the top of the cliffs, Alleron finds a potion that can free the raven, and in return, the bird directs him to the Monastery of Enroth. At the monastery, Alleron meets a monk named Saelo, who introduces him to his apprentice, Daria. Though he mentions the quests of Enroth, but insists that he cannot help a known necromancer. As Daria leaves the room, he slyly directs Alleron's attention to a tapestry saying ""For example, I could not direct ones attention to this map, detailing the first Quest of Enroth."" Alleron then makes for the site detailed on the map.  After battling countless gargoyles and golems, Alleron has both the Red and Green Gems of Enroth in his possession. We then see Daria speaking with The Inquisitor, and complaining that Alleron is still alive. The Inquisitor mentions a prophecy and says it forbids her to kill Alleron. Daria retorts that she would never bloody herself, and The Inquisitor assures her that so long as Alleron wears the Mask of the Accused, his mercenaries can kill him, but Daria does not seem convinced. Passing through a magic gate requiring both gems to pass, Alleron finds an ancient tome revealing a startling secret: It has been foretold that only a child of Einar, one of the immortal ancients, could complete the Quests of Enroth. It begins to foreshadow Alleron as the world's guardian, and a son of Einar. The book also states that the children of Einar cannot kill each other. Upon his return to the surface-level of the Monastery, Alleron finds Saelo preparing to leave. He questions the monk, and Saelo replies that he is planning to go to the City of Magic, a dangerous trip to be sure, and that it is there that the magic vial exists that can be used to remove the Mask of the Accused. Alleron offers to go in his stead, leaving Saelo to marvel at his bravery, and to question if he might truly be the ""one"".  After battling his way into the City of Magic, Alleron meets a wizard who aids him in passing through a magical doorway in exchange for finding his rune and scroll. In the next chamber, he finds the potion he was sent for, the one that can finally remove the Mask of the Accused. However, to his surprise he also finds Daria. She blasts the entrance to the chamber, making it impossible for Alleron to return the way he came. She chuckles, telling him he must now travel through the Maze, and the lair of the dreaded Talinthraxus, a dragon who is under her control.  The helpful coyote. Arriving at the maze, Alleron finds his way through with the help of a mysterious coyote. The coyote also leads him to people who have been imprisoned in the walls by dark magics. After fighting through and navigating the maze, Alleron comes face-to-face with the ""Minotaur Twins"" who are to blame for the trapped people (they also guard the exit). Stronger than the dozens of minotaurs he has already faced in the face, Alleron manages to overcome them, and returns to the people to find they are free. He then proceeds to the lair of Talinthraxus, parting ways with the helpful coyote. The mighty dragon proves to be a powerful adversary, but Alleron defeats and slays him, finally escaping the City of Magic. As he arrives at the Monastery of Enroth, it is immediately apparent something is wrong. The entire Monastery has been overrun by the undead! A surviving monk explains that Daria has betrayed them and summoned the undead that are laying siege to the once peaceful place.  Alleron manages to kill all of the undead in the Monastery, and he goes to find Saelo. Saelo then explains that Daria is one of the offspring of Einar, and that she was placed in his care. He had tried to turn her from her ways, but to no avail. Daria had dabbled in witchcraft in its darkest form: necromancy. He explains that everything that has been happening has been according to prophecy and that now, according to prophecy, Daria will attempt to resurrect Daglathor, an evil spirit creature who was sealed away in a volcano by the Ancients.  According to Saelo, it is foretold that only Alleron can stop Daria. He then hands Alleron a potion, commanding him to drink it. As he does, he looks into a mirror, seeming to come to the realization of who he really is, a son of Einar. He then removes the mask, leaving scars in his neck where its claws had dug into him. Saelo tells him to keep the mask, and that it will ""bring him luck"", and then sends him to the Temple of the Depraved. </div> "
Warpath: Jurassic Park,Black Ops Entertainment,DreamWorks Interactive,"October 31, 1999",ps,"Warpath: Jurassic Park delivers gigantic dinosaurs armed with razor-sharp claws and foot-long teeth face-to-face with their only equal: each other! In the end, only one can survive and rule the Jurassic Age!",3030-6062,6062,0,1999-10-31,https://www.giantbomb.com/warpath-jurassic-park/3030-6062/,ESRB: T,
Warzone 2100,Pumpkin Studios,Eidos Interactive,"May 31, 1999",ps,Rebuild mankind out of the ashes of nuclear winter as you attempt to recover pre-collapse artifacts and discover the true cause of the nuclear devastation.,3030-17004,17004,0,1999-04-10,https://www.giantbomb.com/warzone-2100/3030-17004/,ESRB: T," <div> Overview : Released in 1999, Warzone 2100 was one of the first RTS games to be truly 3D. Rather than being merely an aesthetic feature, Pumpkin Studios used the game's 3D engine to allow modular unit customization and terrain features such as lines of sight and mortar arcs. Thousands of unit combinations are possible as players can create everything from heavily armored VTOL aircraft to lightly armored hover-tanks with command sensors allowing them to direct other units. The game features a single-player campaign where base and units are retained from one mission to the next. In order to prevent players from simply amassing an unstoppable force as a result of this the majority of missions have a timer. This proved to be one of the main points of criticism however as a single enemy unit left on the battlefield could cause the player to lose a two hour mission if they ran out of time - no small matter when the PlayStation and pre-patch PC versions only allowed the player to save between missions.  </div>  <div> Plot : On November 3rd, 2085 the NASDA satellite system, designed to be the ultimate nuclear deterrent, misfired in an apparent malfunction. Every major city on earth was obliterated causing a world-wide nuclear winter. A year later a small group of survivors fight off bands of marauders and make their way to an abandoned military base in the Rocky Mountains. There, using the old military technology, they begin the Project, a group designed to rebuild civilization. In 2100 drop ships are dispatched to several sites in an attempt find technology from before the collapse. Team Alpha are dispatched to Arizona; there they initially encounter only disorganized scavengers but as they set up a forward base and discover pre-collapse technology they come into contact with the New Paradigm, a military survivalist group intent on seizing control of the desert. However, the New Paradigm end up simply being a provincial nuisance compared to the other groups awaiting the Project in the cities and mountains of a post-apocalyptic America.  </div>  <div> Gameplay : The game begins with the player in charge of Team Alpha in the Arizona Desert. First the player establishes a base and constructs oil derricks from which the game's only energy currency is derived. As the player takes on scavengers artifacts are recovered and new technologies can be researched. These allow units to be build with the usual assortment of machine guns and rockets but there are also sensors such as the commander turret which allow more advanced strategies to be used. The commander turret can have units assigned to it which will follow its commands and it can also act as a rally point for new units, avoiding the need to ferry units between the main base and the front line. Units assigned to a commander unit share its experience level which would normally take thousands of kills to amass.  Team Alpha fight the New Paradigm in an attempt to recover cyborg technology. The second mission sets the scene for much of what is to come as the mission timer is introduced and the player is asked to load a drop ship with units from the first mission to explore a separate map away from the player's base. The missions that follow alternate between base development and defense as the existing map is expanded and these off-site missions which usually involve scouting and then assaulting an enemy base. Base defense offers almost as many options as unit creation; towering lines off hardcrete walls can be created with machine gun bunkers in front and artillery units behind guided by sensor and counter-artillery towers. The game features a sprawling research tree in which a concept is researched from an artifact before branching practical applications can be researched. Thus researching a heavy cannon allows the player to then go on to research a heavy cannon turret for a tank and a heavy turret emplacement. Multi-player in the PC version supports up to eight players and allows players to specify technology levels and even pre-design a list of units so that custom units do not have to be created from scratch for each new game.Along with the base defense and sensors, the game has a heavy focus on long range artillery, some of which can reach across the entire map, similar to Total Annihilation's high tier artillery. Artillery emplacements can be coupled with sensor towers to automatically assign targets based on the type of sensor (regular ground sensors will target incoming enemy units, while counter-artillery sensors would determine the origin of enemy artillery fire and return fire), and can also be assigned to commander units, which are self-contained control groups that can handle both repair and construction of new vehicles and artillery support independently.  </div>  <div> Factions : The player takes on the role of a commander as part of the Project and is given mission briefings by an unnamed female narrator. Although the ideology of the Project is never made explicit its main goals are to attempt to rebuild humanity and find new technologies.  </div>  <div> Open Source release : The New Paradigm are a survivalist group based in the Arizona desert who are using synaptic link technology to create cyborgs in an attempt to become the dominant force in the region.  </div> "
Wayne Gretzky's 3D Hockey '98,Software Creations,Midway,"December 26, 1997",ps,"Take on ""The Great One"" #99 Wayne Gretzky in the hottest hockey game on the N64 and PS1.  So hot you can set the goal on fire !",3030-22796,22796,0,,https://www.giantbomb.com/wayne-gretzkys-3d-hockey-98/3030-22796/,ESRB: K-A,
WCW Backstage Assault,"Kodiak Interactive, Electronic Arts",Electronic Arts,November 2000,ps,A maligned WCW wrestling game focused on hardcore wrestling.,3030-10286,10286,0,2000-12-12,https://www.giantbomb.com/wcw-backstage-assault/3030-10286/,ESRB: T," <div> Roster : The following stars are available immediately without having to be unlocked:AsyaBam Bam BigelowBig VitoBill GoldbergBooker TCpl. CajunDavid FlairDiamond Dallas PageDisco InfernoDoug DellingerHulk HoganJeff JarrettJimmy HartKevin NashKonnanMajor GunnsMonaRic FlairScott SteinerSargeSgt. A.W.O.L.Sid ViciousStevie RayStingTorrie WilsonThe following stars have to be unlocked through Hardcore Challenge and Hardcore Gauntlet:Billy KidmanBrian AdamsBryan ClarkeBret HartBuff BagwellChris CandidoChris KanyonCrowbarDaffney UngerDon HarrisEric BischoffEvan KaragiasHugh MorrusJohnny the BullKimberlyLance StormLa ParkaLex LugerLt. LocoMadusaMike AwesomeMiss ElizabethMiss HancockNorman SmileyRey Mysterio Jr.Ron HarrisScott HallShane DouglasShane HelmsShannon MooreTank AbbottVampiroVince Russo </div>  <div> The Backstage Areas : WCW Backstage Assault features many multi-roomed backstage areas, stocked to the gills with weapons and ""Aerial Opportunities"" as well as the occasional fire hazard. Each backstage area is connected with another one, so the player can travel through every area in a match if so desired. Each room has several weapon crates which the player can smash to reveal more damaging weapons than the ones already at the players disposal.The Truck Arena - 1 Room - Fire HazardThe Loading Bay - 2 RoomsThe Locker Rooms - 2 RoomsThe Bathrooms - 3 RoomsThe Block - 2 Rooms - Fire HazardThe Media Center - 2 RoomsThe Parking Garage - 2 Rooms </div>  <div> The Game Modes : Backstage Assault features the following game modes.Exhibition: This is a standard exhibition mode: you are given the freedom to choose where you fight, who you fight, and the rules by which you fight, allowing you to fight to your heart's content. Some of the options include: first blood, the person who cause the opponent to bleed first wins; human torch, the first to set their opponent on fire wins; and the option to have pins and submissions count, or not.Hardcore Challenge: This is the game's main mode, similar to an arcade mode seen in most fighting games. The idea is to battle your way to a championship title shot by fighting a different opponent per backstage area. Once everyone has been beaten, the title match is unlocked. The championship belt corresponds to the difficulty, Hardcore Championship being easiest, U.S Championship being normal, and the World Championship being the hardest. Throughout the mode, the player can complete certain requirements in a match to unlock additional wrestlers and moves. Completing each difficulty rewards the player with one of three unlockable backstage areas, The Block, The Media Center and The Parking Garage; the latter being the hardest to obtain. Once completed, the player's score -- which is shown at the end of every match courtesy of a score breakdown -- is entered into the ""Hall of Champions"". The player also recieves attribute points at the end of the Hardcore Challenge.Hardcore Gauntlet: Described in the game as ""only for experts"" the Hardcore Gauntlet is a more advanced survival mode, facing 7 opponents in succesion with little time for breathers, meaning no stamina is replenished, and no re-tries. Once defeated, the player has to start the whole thing all over again. Some of the better unlockables are obtained through the Hardcore Gauntlet. Speed and efficiency are the key to winning here. </div>  <div> Commentary : WCW Backstage assault features commentary from Tony Schiavone and Bobby ""The Brain"" Heenan. The lines of commentary are mostly recycled from WCW Mayhem, with a handful of new lines to fit accordingly with the game's unique setting and location. </div>  <div> Reception : At the time of release, Giant Bomb's Jeff Gerstmann, then at Gamespot, awarded the game a 5.1, citing a lack of variation as its downfall. David Smith of IGN was even less favorable, scoring it a 2.0. The PS1 version has a 40 rating on metacritic, while the N64 version has a slightly better 48 rating. </div> "
WCW Mayhem,"Kodiak Interactive, Electronic Arts",Electronic Arts,"August 31, 1999",ps,"Virtual wrestlers are grappling with reality in WCW Mayhem, a wrestling game featuring a roster of 60 World Championship Wrestling celebrities, over 600 motion-captured moves, and re-creations of the arenas from the WCW television events, including a dozen pay-per-view super events.",3030-1204,1204,0,1999-08-31,https://www.giantbomb.com/wcw-mayhem/3030-1204/,ESRB: T," <div> Roster : Alex WrightArn AndersonBam Bam BigelowBarry WindhamBilly KidmanBobby BlazeBobby EatonBobby Duncam, Jr.Booker TBret HartBuff BagwellChavo Guerrero , Jr.Chris BenoitChris JerichoCurt HennigDean MalenkoDiamond Dallas PageDisco InfernoDoug DillingerEddie GuerreroEric BischoffErnest ""The Cat"" MillerBill Goldberg""Mean"" Gene OkerlundHollywood Hulk HoganHorace HoganJimmy HartJuventud GuerreraKanyonKaz HayashiKenny KaosKevin NashKonnanLa ParkaLash LeRouxLex LugerLizmark, Jr.Macho Man Randy SavageNorman SmileyPerry SaturnPrince IaukeaPsychosisRavenRey Mysterio, Jr.Ric FlairRick SteinerScott HallScott NortonScott SteinerSergeant Buddy Lee ParkerSonny OnooSteve ""Mongo"" McMichealStevie RayStingWrath </div> "
WCW Nitro,Inland Productions,THQ,February 1998,ps,A 1997 wrestling game named after WCW's Monday night program.,3030-7908,7908,0,,https://www.giantbomb.com/wcw-nitro/3030-7908/,," <div> Modes : Single Match - A one on one match. First one to score a pin fall, submission, or count out is the winner.Tag Team Match - A two on two match. The rules are similar to a single match, except the legal wrestler can tag their team mate who is on the ring apron and they will become the new legal man.Tournament - The tournament is a series of matches, in a typical tournament style. </div>  <div> Roster : When you first start the game there are sixteen playable characters. There are forty-eight others that can be unlocked through the tournament mode, or unlocked through the use of cheat codes.Featured Wrestlers:Alex WrightKevin NashLex LugerRandy SavageBooker TChris BenoitDean MalenkoDiamond Dallas PageEddie GuerreroThe GiantHollywood HoganRic FlairSyxxStingStevie RayScott HallJimmy HartChris JerichoRey Mysterio, Jr.Randy AndersonSteven RegalÚltimo DragónTony SchiavoneMiss JacquelineSonny OnooMiss ElizabethMadusaKimberlyDisco InfernoEric BischoffGene OkerlundSteve McMichael </div> "
